word,pronunciation,meaning1,meaning2,meaning3
densely,/ˈdɛnsɫi/,dày đặc,rậm rạp,
dependable,/dɪˈpɛndəbəɫ/,có thể tin được,đáng tin cậy,có căn cứ
descend,/dɪˈsɛnd/,xuống,dốc xuống,rơi xuống
desolation,/ˌdɛsəˈɫeɪʃən/,sự tàn phá,sự làm tan hoang,
desperately,/ˈdɛspɝətɫi/,liều lĩnh,liều mạng,
desperation,/ˌdɛspɝˈeɪʃən/,sự liều lĩnh tuyệt vọng,,
despise,/dɪˈspaɪz/,xem thường,coi khinh,khinh miệt
detach,/ˈdɪˌtætʃ/,gỡ ra,tháo ra,tách ra
detachment,/diˈtætʃmənt/,sự gỡ ra,sự tháo rời,sự tách ra
devil,/ˈdɛvəɫ/,ma,quỷ,
dictator,/ˈdɪkteɪtɝ/,người đọc chính tả,,
dignify,/ˈdɪɡnəˌfaɪ/,làm cho xứng,làm cho xứng đáng,
dime,/ˈdaɪm/,một hào (1 qoành 0 đô la),,
diphtheria,/dɪfˈθɪɹiɑ/,<y> bệnh bạch hầu,,
diploma,/dɪˈpɫoʊmɑ/,văn kiện chính thức,văn thư công,
diplomat,/ˈdɪpɫəˌmæt/,nhà ngoại giao,,
disappearance,/ˌdɪsəˈpiɹəns/,sự biến đi,sự biến mất,
disapproval,/dɪsəˈpɹuvəɫ/,sự không tán thành,sự phản đối,sự chê
disapprove,/ˌdɪsəˈpɹuv/,không tán thành,phản đối,chê
disciple,/dɪˈsaɪpəɫ/,môn đồ,môn đệ,học trò
disconnect,/dɪskəˈnɛkt/,làm rời ra,cắt rời ra,tháo rời ra
discredit,/dɪsˈkɹɛdət/,sự nghi ngờ,sự thiếu tin tưởng,
discriminate,/dɪsˈkɹɪməˌneɪt/,phân biệt,,
disgrace,/dɪsˈɡɹeɪs/,ghét bỏ,ruồng bỏ,không sủng ái
disguise,/dɪsˈɡaɪz/,sự trá hình,sự cải trang,
dishonesty,/dɪˈsɑnəsti/,tính không lương thiện,tính bất lương,
disillusion,/ˌdɪsɪˈɫuʒən/,sự vỡ mộng,sự tan vỡ ảo tưởng,tâm trạng vỡ mộng
disorderly,/dɪˈsɔɹdɝɫi/,bừa bãi,lộn xộn,
disorganized,/dɪˈsɔɹɡəˌnaɪzd/,thiếu tổ chức,,
dispensable,/dɪˈspɛnsəbəɫ/,có thể miễn trừ,có thể tha cho,
displace,/dɪsˈpɫeɪs/,đổi chỗ,dời chỗ,chuyển chỗ
displeasure,/dɪsˈpɫɛʒɝ/,điều khó chịu,điều bực mình*  ngoại động từ,
disqualify,/dɪsˈkwɑɫəˌfaɪ/,tuyên bố không đủ tư cách,,
disrupt,/dɪsˈɹəpt/,đập gãy,đập vỗ,phá vỡ
dissatisfied,/dɪˈsætəsˌfaɪd/,không bằng lòng,không hài lòng,không thoả mãn
dissident,/ˈdɪsədənt/,dissenter,,
distract,/dɪˈstɹækt/,làm sao lãng,làm lãng đi,làm lãng trí
distraction,/dɪˈstɹækʃən/,sự giải trí,sự tiêu khiển,trò giải trí
distressing,/dɪˈstɹɛsɪŋ/,làm đau buồn,làm đau khổ,làm đau đớn
divert,/daɪˈvɝt/,làm trệch đi,làm trệch hướng,
donate,/ˈdoʊˌneɪt/,tặng,cho,biếu
donation,/doʊˈneɪʃən/,sự tặng,sự cho,sự biếu
donkey,/ˈdɑŋki/,con lừa,,
doom,/ˈdum/,số mệnh,số phận (thường không may,bất hạnh)
dorm,/ˈdɔɹm/,phòng ngủ tập thể,,
dormitory,/ˈdɔɹməˌtɔɹi/,phòng ngủ (tập thể...),,
doubly,/ˈdəbɫi/,gấp đôi,gấp hai,
dove,/ˈdəv/,chim bồ câu,,
downfall,/ˈdaʊnˌfɔɫ/,sự trút xuống,sự đổ xuống (mưa...),trận mưa như trút nước
dowry,/ˈdaʊɹi/,của hồi môn,,
drapery,/ˈdɹeɪpɝi/,vải vóc,,
dread,/ˈdɹɛd/,sự kinh sợ,sự kinh hãi,sự khiếp sợ
dreadful,/ˈdɹɛdfəɫ/,dễ sợ,khiếp,kinh khiếp
dreamy,/ˈdɹimi/,hay mơ màng,hay mơ mộng vẩn vơ,không thực tế
drinkable,/ˈdɹɪnkəbəɫ/,có thể uống được*  danh từ,(thường) số nhiều,
droop,/ˈdɹup/,dáng gục xuống,dáng cuối xuống,dáng rũ xuống
duel,/ˈduəɫ/,đọ kiếm tay đôi,đọ súng tay đôi,
dumb,/ˈdəm/,câm,không nói,
duplicate,/ˈdupɫəˌkeɪt/,bản sao,,
duplication,/ˌdjupɫəˈkeɪʃən/,sự sao lại,sự sao lục,sự làm thành hai bản
dwarf,/ˈdwɔɹf/,lùn,lùn tịt,nhỏ xíu
dye,/ˈdaɪ/,thuốc nhuộm,,
eagerly,/ˈiɡɝɫi/,hăm hở,hăng hái,thiết tha
eastward,/ˈistwɝd/,hướng đông*  tính từ & phó từ,,
ecologically,/ɛkəˈɫɑdʒɪkɫi/,về phương diện sinh thái,,
ecologist,/iˈkɑɫədʒɪst/,nhà sinh thái học,,
ecstatic,/ɛkˈstætɪk/,ở trạng thái mê ly,làm mê ly,dễ bị làm mê ly
edit,/ˈɛdət/,thu nhập và diễn giải,,
educator,/ˈɛdʒəˌkeɪtɝ/,thầy dạy,,
elective,/ɪˈɫɛktɪv/,do chọn lọc bằng bầu cử,,
electrician,/ɪɫɛkˈtɹɪʃən/,thợ lắp điện,thợ điện,
elegantly,/ˈɛɫɪɡəntˌɫi/,thanh lịch,tao nhã,
elemental,/ˌɛɫəˈmɛnəɫ/,bốn nguyên tố,(thuộc) sức mạnh thiên nhiên,
eloquence,/ˈɛɫəkwəns/,tài hùng biện,,
eloquent,/ˈɛɫəkwənt/,hùng biện,hùng hồn,
embassy,/ˈɛmbəsi/,sứ mệnh,,
emphatically,/ɛmˈfætɪkəɫi/,nhấn mạnh,,
endeavor,/ɪnˈdɛvɝ/,(như) endeavour,,
endlessly,/ˈɛndɫəsɫi/,không ngừng,liên tu bất tận,
endorse,/ɛnˈdɔɹs/,chuyển nhượng (hối phiếu...),,
endurance,/ˈɛndɝəns/,sự chịu đựng,,
enduring,/ɛnˈdjʊɹɪŋ/,lâu dài,vĩnh viễn,
engulf,/ɪnˈɡəɫf/,nhận chìm,nhận sâu (xuống vực thẳm...),
enroll,/ɛnˈɹoʊɫ/,tuyển (quân...),,
entertaining,/ˌɛnɝˈteɪnɪŋ/,giải trí,vui thú,thú vị
enthusiastically,/ɪnˌθuziˈæstɪkɫi/,phấn khởi,hăng hái,nồng nhiệt
entitle,/ɛnˈtaɪtəɫ/,cho đầu đề,cho tên (sách...),
environmentally,/ɪnˌvaɪɹənˈmɛnəɫi/,về phương diện môi trường,,
equip,/ɪˈkwɪp/,trang bị (cho ai... cái gì),,
erect,/ɪˈɹɛkt/,thẳng,đứng thẳng,
erupt,/ˈiɹəpt/,phun (núi lửa),,
eruption,/ˌiˈɹəpʃən/,sự phun (núi lửa),,
essayist,/ˈɛˌseɪɪst/,nhà văn tiểu luận,,
eternally,/iˈtɝnəɫi/,đời đời,vĩnh viễn,bất diệt
ethic,/ˈɛθɪk/,đạo đức,(thuộc) luân thường đạo lý,
evacuate,/iˈvækjəˌeɪt/,rút khỏi (nơi nào...),,
evacuation,/iˈvækjəˈweɪʃən/,sự rút khỏi (một nơi nào...),,
everlasting,/ˌɛvɝˈɫæstɪŋ/,vĩnh viễn,mãi mãi,đời đời
evolve,/iˈvɑɫv/,rút ra,suy ra,luận ra
exaggeration,/ɪɡˌzædʒɝˈeɪʃən/,sự thổi phồng,sự phóng đại,sự cường điệu
exalt,/ɪɡˈzɔɫt/,đề cao,đưa lên địa vị cao,tâng bốc
excel,/ɪkˈsɛɫ/,hơn,,
exclaim,/ɪkˈskɫeɪm/,kêu lên,la lên,
excursion,/ɪkˈskɝʒən/,(quân sự) cuộc đánh thọc ra,,
exhausting,/ɪɡˈzɔstɪŋ/,làm kiệt sức,làm mệt lử,
exhaustion,/ɪɡˈzɔstʃən/,sự hút,sự hút hết,sự làm chân không
exotic,/ɪɡˈzɑtɪk/,ở nước ngoài đưa vào,ngoại lai (cây cỏ,từ
explode,/ɪksˈpɫoʊd/,làm nổ,,
exploit,/ˈɛksˌpɫɔɪt/,kỳ công,,
explorer,/ɪksˈpɫɔɹɝ/,người thăm dò,người thám hiểm,
expressive,/ɪksˈpɹɛsɪv/,có ý nghĩa,,
exquisite,/ˈɛkskwəzət/,thanh,thanh tú,
extraordinarily,/ɛkˌstɹɔɹdəˈnɛɹəɫi/,lạ thường,phi thường,
exultant,/ɪɡˈzəɫtənt/,hân hoan,hoan hỉ,hớn hở
eyebrow,/ˈaɪˌbɹaʊ/,lông mày,,
eyelid,/ˈaɪˌɫɪd/,mi mắt,,
fabulous,/ˈfæbjəɫəs/,thần thoại,(thuộc) truyện cổ tích,bịa đặt
falter,/ˈfɔɫtɝ/,dao động,nản chí,chùn bước
familiarize,/fəˈmɪɫjɝˌaɪz/,phổ biến (một vấn đề),,
fantastically,/fænˈtæstɪkɫi/,cừ,chiến,tuyệt vời
fascination,/ˌfæsəˈneɪʃən/,sự thôi miên,sự làm mê,
father-in-law,/ˈfɑðɝɪnˌɫɔ/,in,,
faulty,/ˈfɔɫti/,có thiếu sót,mắc khuyết điểm,
fearsome,/ˈfɪɹsəm/,sợ,sợ hãi,sợ sệt
feat,/ˈfit/,kỳ công,chiến công,
fictional,/ˈfɪkʃənəɫ/,hư cấu,tưởng tượng,
figurative,/ˈfɪɡjɝətɪv/,bóng,bóng bảy,
filial,/ˈfɪɫiəɫ/,con cái,(thuộc) đạo làm con,
financially,/ˌfaɪˈnænʃəɫi/,về phương diện tài chính,về mặt tài chính,
fingernail,/ˈfɪŋɡɝˌneɪɫ/,móng tay,,
firearm,/ˈfaɪˌɹɑɹm/,súng lục...),,
firmness,/ˈfɝmnəs/,sự vững chắc,,
firstly,/ˈfɝstɫi/,thứ nhất,đầu tiên là,
flap,/ˈfɫæp/,nắp (túi,phong bì,mang cá...)
flaw,/ˈfɫɔ/,cơn gió mạnh,,
flawless,/ˈfɫɔɫəs/,không có vết,không rạn nứt,
flax,/ˈfɫæks/,cây lanh,,
flee,/ˈfɫi/,chạy trốn,bỏ chạy,lẩn trốn
flexibly,/ˈfɫɛksəbɫi/,linh hoạt,linh động,
flip,/ˈfɫɪp/,cái búng,,
fluency,/ˈfɫuənsi/,sự lưu loát,sự trôi chảy,
flutter,/ˈfɫətɝ/,sự vẫy,sự vỗ (cánh),
follower,/ˈfɑɫoʊɝ/,người theo,người theo dõi,người theo (đảng
fondly,/ˈfɑndɫi/,trìu mến,âu yếm,
foolishly,/ˈfuɫɪʃɫi/,điên rồ,rồ dại,
footnote,/ˈfʊtˌnoʊt/,chú thích ở cuối trang,,
forcefully,/ˈfɔɹsfəɫi/,mạnh mẽ,sinh động,
foreman,/ˈfɔɹmən/,quản đốc,đốc công,
foresee,/fɔɹˈsi/,nhìn thấy trước,dự kiến trước,đoán trước
formidable,/ˈfɔɹmədəbəɫ/,dữ dội,ghê gớm,kinh khủng
foul,/ˈfaʊɫ/,hôi hám,hôi thối,
fox,/ˈfɑks/,con cáo,,
fragrance,/ˈfɹeɪɡɹəns/,mùi thơm phưng phức,hương thơm ngát,
frantically,/ˈfɹænəkəɫi/,điên cuồng,điên rồ,
freak,/ˈfɹik/,tính đồng bóng,tính hay thay đổi,
frigate,/ˈfɹɪɡət/,tàu khu trục nhỏ,,
frontier,/fɹənˈtɪɹ/,biên giới,,
frugal,/ˈfɹuɡəɫ/,căn cơ,tiết kiệm,
fume,/ˈfjum/,khói,hơi khói,hơi bốc
funk,/ˈfəŋk/,sự kinh sợ,,
funky,/ˈfəŋki/,khiếp đảm,nhút nhát,
furious,/ˈfjʊɹiəs/,giận dữ,diên tiết,
furiously,/ˈfjʊɹiəsɫi/,điên tiết,cáu tiết,
gambling,/ˈɡæmbəɫɪŋ/,trò cờ bạc,,
gangster,/ˈɡæŋstɝ/,kẻ cướp,găngxtơ,
gardener,/ˈɡɑɹdənɝ/,người làm vườn,,
gasp,/ˈɡæsp/,sự thở hổn hển,,
gaudy,/ˈɡɔdi/,loè loẹt,hoa hoè hoa sói,
generalization,/ˌdʒɛnɝəɫɪˈzeɪʃən/,sự tổng quát hoá,sự tổng hợp,sự khái quát
generalize,/ˈdʒɛnɝəˌɫaɪz/,tổng quát hoá,khái quát hoá,
generosity,/ˌdʒɛnɝˈɑsəti/,tính rộng rãi,tính hào phóng,
generously,/ˈdʒɛnɝəsɫi/,rộng lượng,hào hiệp,hào phóng
genuinely,/ˈdʒɛnˈjuˌwaɪnɫi/,thành thật,chân thật,
germ,/ˈdʒɝm/,mộng,mầm,thai
getaway,/ˈɡɛtəˌweɪ/,sự chạy trốn,sự trốn thoát (kẻ trộm),
glacis,/ˈɡɫeɪsəs/,dốc thoai thoải trước pháo đài,,
glamorous,/ˈɡɫæmɝəs/,đẹp say đắm,đẹp quyến r,
glare,/ˈɡɫɛɹ/,ánh sáng,ánh chói,
gleam,/ˈɡɫim/,tia sáng yếu ớt,ánh lập loè,
glee,/ˈɡɫi/,niềm hân hoan,niềm vui sướng,
globally,/ˈɡɫoʊbəɫi/,toàn bộ,tổng thể,
gloomy,/ˈɡɫumi/,tối tăm,u ám,ảm đạm
glorify,/ˈɡɫɔɹəˌfaɪ/,tuyên dương,ca ngợi,
goat,/ˈɡoʊt/,con dê,,
godly,/ˈɡɑdɫi/,sùng đạo,ngoan đạo,
gook,/ˈɡʊk/,người da nâu hay da vàng,,
gorge,/ˈɡɔɹdʒ/,những cái đã ăn vào bụng,,
graphically,/ˈɡɹæfɪkɫi/,bằng đồ thị,,
grasp,/ˈɡɹæsp/,sự túm lấy,sự níu lấy,sự ôm ghì
gravestone,/ˈɡɹeɪvˌstoʊn/,bia,mộ chí,
gravitation,/ˌɡɹævɪˈteɪʃən/,sự hút,sự hấp dẫn,
greatness,/ˈɡɹeɪtnəs/,sự to lớn,,
grieve,/ˈɡɹiv/,gây đau buồn,làm đau lòng,
grim,/ˈɡɹɪm/,dữ tợn,tàn nhẫn,nhẫn tâm
grin,/ˈɡɹɪn/,cái nhăn mặt nhe cả răng ra,,
grown-up,/ˈɡɹoʊˌnəp/,đã lớn,đã trưởng thành*  danh từ,
guerrilla,/ɡɝˈɪɫə/,du kích,quân du kích,
gulp,/ˈɡəɫp/,ngụm (chất lỏng),động tác nuốt* ngoại động từ,
gum,/ˈɡəm/,chất gôm,,
gunshot,/ˈɡənˌʃɑt/,phát súng,,
gymnastic,/dʒɪmˈnæstɪk/,thể dục*  danh từ,,
hail,/ˈheɪɫ/,mưa đá,,
hairy,/ˈhɛɹi/,có tóc,có lông,rậm tóc
handicap,/ˈhændiˌkæp/,điều chấp (trong một cuộc thi),,
handicraft,/ˈhændiˌkɹæft/,chấp (trong một cuộc thi),,
handout,/ˈhænˌdaʊt/,của bố thí cho ăn mày,,
handrail,/ˈhænˌdɹeɪɫ/,tay vịn,lan can (ở cầu thang...),
harmless,/ˈhɑɹmɫəs/,không có hại,vô hại,không độc
harrow,/ˈhæɹoʊ/,cái bừa,,
haste,/ˈheɪst/,sự vội vàng,sự vội vã,sự gấp rút
hastily,/ˈheɪstəɫi/,vội vàng,hấp tấp,
hatching,/ˈhætʃɪŋ/,đường gạch bóng trên hình vẽ,,
heap,/ˈhip/,đống,,
hedge,/ˈhɛdʒ/,hàng rào,bờ giậu,
helicopter,/ˈhɛɫɪˌkɑptɝ/,máy bay lên thẳng,,
helper,/ˈhɛɫpɝ/,người giúp đỡ,,
hemp,/ˈhɛmp/,cây gai dầu,,
herb,/ˈɝb/,cỏ,cây thảo,
hesitation,/ˌhɛzəˈteɪʃən/,hesitance,,
high-tech,/ˌhaɪˈtɛk/,sản xuất theo công nghệ cao,,
hilarious,/hɪˈɫɛɹiəs/,vui vẻ,vui nhộn,
holocaust,/ˈhɑɫəˌkɔst/,sự huỷ diệt hàng loạt,sự tàn sát khủng khiếp,
homeward,/ˈhoʊmwɝd/,trở về nhà,trở về tổ quốc,trở về nước
hone,/ˈhoʊn/,đá mài,,
hospice,/ˈhɑspəs/,nhà tế bần,,
hospitable,/ˈhɑˈspɪtəbəɫ/,mến khách,,
hospitality,/ˌhɑspəˈtæɫəti/,lòng mến khách,,
hospitalize,/ˈhɔˌspɪtəˌɫaɪz/,đưa vào bệnh viện,nằm bệnh viện,
housekeeper,/ˈhaʊˌskipɝ/,bà quản gia,,
housewife,/ˈhaʊˌswaɪf/,bà chủ nhà,bà nội trợ,
hover,/ˈhəvɝ/,sự bay lượn,sự bay liệng,sự trôi lơ lửng
hugely,/ˈhjudʒɫi/,rất đỗi,hết sức,
humane,/hjuˈmeɪn/,nhân đạo,nhân đức,
humanist,/ˈhjumənɪst/,nhà nghiên cứu văn hoá Hy,,
humanize,/ˈhjuməˌnaɪz/,làm cho có lòng nhân đạo,,
humbug,/ˈhəmˌbəɡ/,trò bịp bợm,trò đánh lừa,lời nói bịp bợm
humiliate,/hjuˈmɪɫiˌeɪt/,làm nhục,làm bẽ mặt,
humiliating,/hjuˈmɪɫiˌeɪtɪŋ/,làm nhục,làm bẽ mặt,
humiliation,/hjuˌmɪɫiˈeɪʃən/,sự làm nhục,sự làm bẽ mặt,
hush,/ˈhəʃ/,sự im lặng,,
hyperbole,/haɪˈpɝbəˌɫi/,phép ngoa dụ,,
hyphen,/ˈhaɪfən/,dấu nối,,
iceman,/ˈaɪsmæn/,người giỏi đi băng,người tài leo núi băng,
icon,/ˈaɪkɑn/,tượng,hình tượng,thần tượng
icy,/ˈaɪsi/,đóng băng,,
ideally,/aɪˈdiɫi/,lý tưởng,đúng như lý tưởng,
idiot,/ˈɪˌdiət/,thằng ngốc,,
idolize,/ˈaɪdəˌɫaɪz/,idolise*  danh từ,,
immerse,/ˌɪˈmɝs/,nhúng,nhận chìm,ngâm
immigrant,/ˈɪməɡɹənt/,nhập cư (dân...)*  danh từ,,
immoral,/ˌɪˈmɔɹəɫ/,trái đạo đức,trái luân lý,đồi bại
immortal,/ˌɪˈmɔɹtəɫ/,bất tử,bất diệt,bất hủ
immortality,/ˌɪmɔɹˈtæɫɪti/,tính bất tử,tính bất diệt,tính bất hủ
impartial,/ˌɪmˈpɑɹʃəɫ/,công bằng,không thiên vị,vô tư
impatiently,/ˌɪmˈpeɪʃəntɫi/,nóng lòng,nôn nóng,sốt ruột
imperative,/ˌɪmˈpɛɹətɪv/,cấp bách,khẩn thiết,
impolite,/ˌɪmpəˈɫaɪt/,vô lễ,,
impossibility,/ˌɪmˌpɔsɪˈbɪɫɪti/,impossibleness,,
impractical,/ˌɪmˈpɹæktəkəɫ/,không thực tế,,
impressionism,/ˌɪmˈpɹɛʃəˌnɪzəm/,chủ nghĩa ấn tượng,,
imprison,/ˌɪmˈpɹɪzən/,bỏ tù,tống giam,giam cầm
improperly,/ˌɪmˈpɹɑpɝɫi/,không thích hợp,không đúng cách,
impulsive,/ˌɪmˈpəɫsɪv/,đẩy tới,đẩy mạnh,
inaccurate,/ˌɪˈnækjɝət/,không đúng,sai,trật
inanimate,/ˌɪˈnænəmət/,vô sinh,không có sinh khí,vô tri vô giác
inborn,/ˈɪnˌbɔɹn/,bẩm sinh,,
incense,/ˈɪnˌsɛns/,nhang,hương,trầm
incur,/ˌɪnˈkɝ/,chịu,gánh,mắc
indent,/ˌɪnˈdɛnt/,vết lõm,khía răng cưa,vết mẻ
indescribable,/ˌɪndɪsˈkɹaɪbəbəɫ/,không thể tả được,không sao kể xiết,
indifferent,/ˌɪnˈdɪfɝənt/,trung lập,không thiên vị,
indignity,/ˌɪnˈdɪɡnəˌti/,sự sỉ nhục,sự làm nhục,
indulge,/ˌɪnˈdəɫdʒ/,nuông chiều,chiều theo,
indulgent,/ˌɪnˈdəɫdʒənt/,hay nuông chiều,hay chiều theo,
industrialize,/ˌɪnˈdəstɹiəˌɫaɪz/,công nghiệp hoá,,
ineffective,/ˌɪnɪˈfɛktɪv/,không có hiệu quả,,
inert,/ˌɪˈnɝt/,(hoá học) trơ,,
inexperienced,/ɪnɪkˈspɪɹiənst/,thiếu kinh nghiệm,,
infect,/ˌɪnˈfɛkt/,nhiễm,làm nhiễm độc,làm nhiễm trùng
infer,/ˌɪnˈfɝ/,suy ra,luận ra,kết luận
inflate,/ɪnˈfɫeɪt/,thổi phồng,bơm phồng,
influenza,/ˌɪnfɫuˈɛnzə/,bệnh cúm,,
infringement,/ˌɪnˈfɹɪndʒmənt/,sự vi phạm,sự xâm phạm,
inhabit,/ˌɪnˈhæbət/,ở,,
inherit,/ˌɪnˈhɛɹət/,hưởng,thừa hưởng,thừa kế*  nội động từ
innate,/ˌɪˈneɪt/,bẩm sinh,,
innocently,/ˈɪnəsəntɫi/,ngây thơ,vô tội,
inquire,/ˌɪnˈkwaɪɹ/,+ into) điều tra,thẩm tra,
inspirational,/ˌɪnspɝˈeɪʃənəɫ/,sự cảm hứng,do cảm hứng,
instill,/ˌɪnˈstɪɫ/,truyền dẫn (ý nghĩ,tình cảm...) cho,làm cho thấm nhuần dần
instruct,/ˌɪnˈstɹəkt/,chỉ dẫn,chỉ thị cho,
insult,/ˈɪnˌsəɫt/,sự chấn thương,,
interpersonal,/ˌɪntɝˈpɝsənəɫ/,giữa cá nhân với nhau,,
interpreter,/ˌɪnˈtɝpɹətɝ/,người giải thích,người làm sáng tỏ,
interruption,/ˌɪntɝˈəpʃən/,sự gián đoạn,sự bị gián đoạn,sự đứt quãng
intravenous,/ˌɪntɹəˈvinəs/,trong tĩnh mạch,,
intrude,/ˌɪnˈtɹud/,ấn bừa,tống ấn,đưa bừa
intruder,/ˌɪnˈtɹudɝ/,người vào bừa,,
intrusion,/ˌɪnˈtɹuʒən/,sự xâm phạm,sự xâm nhập,
invariable,/ˌɪnˈvɛɹiəbəɫ/,không thay đổi,cố định,
inventor,/ˌɪnˈvɛntɝ/,người phát minh,người sáng chế,người sáng tạo
invoke,/ˌɪnˈvoʊk/,cầu khẩn,,
ironically,/aɪˈɹɑnɪkɫi/,mỉa mai,trớ trêu,
irrational,/ˌɪˈɹæʃənəɫ/,không hợp lý,phi lý,
irresistible,/ˌɪɹɪˈzɪstəbəɫ/,người hấp dẫn mạnh mẽ,vật hấp dẫn mạnh mẽ,
irresistibly,/ˌɪɹɪˈzɪstəbɫi/,không cưỡng lại được,,
irresponsible,/ˌɪɹəˈspɑnsəbəɫ/,thiếu tinh thần trách nhiệm,,
irritated,/ˈɪɹəˌteɪtəd/,tức tối,cáu,
irritating,/ˈɪɹəˌteɪtɪŋ/,làm phát cáu,chọc tức,
irritation,/ˌɪɹɪˈteɪʃən/,sự kích thích,,
islander,/ˈaɪɫəndɝ/,người ở đảo,,
itch,/ˈɪtʃ/,sự ngứa,bệnh ngứa,bệnh ghẻ
jealously,/ˈdʒɛɫəsɫi/,ganh tị,đố kỵ,
jeopardize,/ˈdʒɛpɝˌdaɪz/,nguy hại,gây nguy hiểm,liều (mạng)
judo,/ˈdʒuˌdoʊ/,võ juddô (võ Nhật),,
juror,/ˈdʒʊɹɝ/,hội thẩm,bồi thẩm,
kangaroo,/ˌkæŋɡɝˈu/,con canguru,,
keeper,/ˈkipɝ/,người giữ,người gác,
kerosene,/ˈkɛɹəˌsin/,dầu lửa,,
kneel,/ˈniɫ/,quỳ,,
knot,/ˈnɑt/,nút,nơ,
knowingly,/ˈnoʊɪŋɫi/,chủ tâm,cố ý,có dụng ý
lame,/ˈɫeɪm/,què,khập khiễng,
lance,/ˈɫæns/,giáo,thương,trường thương
landlady,/ˈɫændˌɫeɪdi/,bà chủ nhà (nhà cho thuê),,
landslide,/ˈɫænˌsɫaɪd/,sự lở đất,,
lark,/ˈɫɑɹk/,chim chiền chiện,,
lastly,/ˈɫæstɫi/,cuối cùng,sau cùng,sau rốt
lava,/ˈɫɑvə/,Lava,dung nham,
lawmaker,/ˈɫɔˌmeɪkɝ/,người lập pháp,người làm luật,
lawn,/ˈɫɔn/,bãi c,,
lawsuit,/ˈɫɔˌsut/,việc kiện cáo,việc tố tụng,
leaflet,/ˈɫifɫət/,lá non,,
leak,/ˈɫik/,lỗ thủng,lỗ rò,khe hở
leash,/ˈɫiʃ/,dây buộc chó săn,xích chó săn,
leek,/ˈɫik/,tỏi tây,,
legendary,/ˈɫɛdʒənˌdɛɹi/,truyện cổ tích,,
legislate,/ˈɫɛdʒɪˌsɫeɪt/,làm luật,lập pháp,
legislator,/ˈɫɛdʒəˌsɫeɪtɝ/,người làm luật,người lập pháp,thành viên có quan lập pháp
leisurely,/ˈɫizɝɫi/,làm trong lúc rảnh rang,làm ung dung*  phó từ,
lengthen,/ˈɫɛŋkθən/,làm dài ra*  nội động từ,,
leopard,/ˈɫɛpɝd/,con báo,,
lest,/ˈɫɛst/,rằng,(sợ) rằng,
lick,/ˈɫɪk/,cái liềm,,
lifeless,/ˈɫaɪfɫəs/,không có sự sống,,
lighten,/ˈɫaɪtən/,chiếu sáng,rọi sáng,soi sáng*  nội động từ
linen,/ˈɫɪnən/,vải lanh,,
liner,/ˈɫaɪnɝ/,tàu khách,có chuyến),
ling,/ˈɫɪŋ/,cây thạch nam*  danh từ,,
linger,/ˈɫɪŋɝ/,nấn ná,lần lữa,chần chừ
listener,/ˈɫɪsənɝ/,người nghe,thính giả,
literal,/ˈɫɪtɝəɫ/,chữ,bằng chữ,theo nghĩa của chữ
litter,/ˈɫɪtɝ/,rác rưởi bừa bãi,,
lobby,/ˈɫɑbi/,hành lang,,
loneliness,/ˈɫoʊnɫinəs/,sự vắng vẻ,sự hiu quạnh,
long-distance,/ˌɫɔŋˈdistəns/,đường dài,,
long-term,/ˈɫɔŋˈtɝm/,dài hạn,dài ngày,lâu dài
loosely,/ˈɫusɫi/,lỏng,lỏng lẻo,lòng thòng
lousy,/ˈɫaʊzi/,có rận,có chấy,
lowland,/ˈɫoʊˌɫænd/,vùng đất thấp,,
lucrative,/ˈɫukɹətɪv/,có lợi,sinh lợi,
lush,/ˈɫəʃ/,tươi tốt,sum sê,
luxurious,/ɫəɡˈʒɝiəs/,sang trọng,lộng lẫy,xa hoa
madam,/ˈmædəm/,bà,phu nhân,quý phu nhân
madness,/ˈmædnəs/,chứng điên,chứng rồ dại,sự mất trí
magnify,/ˈmæɡnəˌfaɪ/,làm to ra,phóng to,mở rộng
malady,/ˈmæɫədi/,bệnh tật,,
malaria,/məˈɫɛɹiə/,bệnh sốt rét,,
mango,/ˈmæŋɡoʊ/,quả xoài,,
mansion,/ˈmænʃən/,lâu đài,,
manual,/ˈmænjuəɫ/,tay,làm bằng tay,
marathon,/ˈmɛɹəˌθɑn/,in,,
massacre,/ˈmæsəkɝ/,sự giết chóc,sự tàn sát,
massage,/məˈsɑʒ/,sự xoa bóp*  ngoại động từ,,
masterpiece,/ˈmæstɝˌpis/,kiệt tác,tác phẩm lớn,
mastery,/ˈmæstɝi/,quyền lực,quyền làm chủ,
mausoleum,/ˌmɔsəˈɫiəm/,lăng,lăng tẩm,
mechanize,/ˈmɛkəˌnaɪz/,cơ khí hoá,,
mediocre,/ˌmidiˈoʊkɝ/,xoàng,thường,
melody,/ˈmɛɫədi/,giai điệu,,
mentor,/ˈmɛnˌtɔɹ/,người thầy thông thái,người cố vấn dày kinh nghiệm,
merge,/ˈmɝdʒ/,hoà vào,hoà hợp,kết hợp
messenger,/ˈmɛsəndʒɝ/,người đưa tin,sứ giả,
microbe,/ˈmaɪˌkɹoʊb/,vi trùng,vi khuẩn,
micrometer,/maɪˈkɹɑmətɝ/,cái đo vi,trắc vi kế,
microorganism,/ˌmaɪkɹoʊˈɔɹɡəˌnɪzəm/,vi sinh vật,,
microphone,/ˈmaɪkɹəˌfoʊn/,micrô ((thông tục) mike),,
