word,pronunciation,meaning1,meaning2,meaning3
aboard,/əˈbɔɹd/,dọc theo,gần,kế
absorb,/əbˈzɔɹb/,hút,hút thu (nước),
accent,/ˈækˌsɛnt/,trọng âm,,
accessory,/ækˈsɛsɝi/,đồ phụ tùng,vật phụ thuộc,đồ thêm vào
accidental,/ˌæksəˈdɛnəɫ/,tình cờ,ngẫu nhiên,bất ngờ
accidentally,/ˌæksəˈdɛnəɫi/,tình cờ,ngẫu nhiên,
accountant,/əˈkaʊntənt/,nhân viên kế toán,người giữ sổ sách kế toán,
accuse,/əkˈjuz/,buộc tội,kết tội,tố cáo
accustom,/əˈkəstəm/,làm cho quen,tập cho quen,
ache,/ˈeɪk/,sự đau,sự nhức*  nội động từ,
acknowledgment,/ækˈnɑɫɪdʒmənt/,sự nhận,sự công nhận,sự thừa nhận
acquaintance,/əˈkweɪntəns/,sự biết,sự hiểu biết,
actress,/ˈæktɹəs/,nữ diễn viên,đào hát,
ad,/ˈæd/,(viết tắt) của advertisement,,
addressee,/ˌædɹɛˈsi/,người nhận (thư...),,
admiration,/ˌædmɝˈeɪʃən/,sự cảm thán,,
adorable,/əˈdɔɹəbəɫ/,đáng kính yêu,đáng quý mến,đáng yêu
adverb,/ˈædvɝb/,phó từ,,
adverbial,/ædˈvɝbiəɫ/,(thuộc) phó từ,có tính chất phó từ,
advert,/ˈædvɝt/,ám chỉ (nói hoặc viết),nói đến,kể đến
advertise,/ˈædvɝˌtaɪz/,báo cho biết,báo cho ai biết trước,
aerobics,/ɝˈoʊbɪks/,thể dục nhịp điệu,,
afterward,/ˈæftɝwɝd/,sau này,về sau,sau đấy
airline,/ˈɛɹˌɫaɪn/,công ty hàng không,,
allergic,/əˈɫɝdʒɪk/,dị ứng,,
aloud,/əˈɫaʊd/,lớn tiếng to,,
alphabet,/ˈæɫfəˌbɛt/,bảng chữ cái,hệ thống chữ cái,
ambitious,/æmˈbɪʃəs/,có nhiều hoài bão,có nhiều khát vọng,
ambulance,/ˈæmbjəɫəns/,xe cứu thương,xe cấp cứu,
amusing,/əmˈjuzɪŋ/,vui,làm cho buồn cười,giải trí
animated,/ˈænəˌmeɪtɪd/,đầy sức sống,đầy sinh khí,
animation,/ˌænəˈmeɪʃən/,lòng hăng hái,nhiệt tình,sự cao hứng
announce,/əˈnaʊns/,báo,loan báo,thông tri
annoyance,/əˈnɔɪəns/,sự làm rầy,sự quấy rày,sự làm phiền
annoyed,/əˈnɔɪd/,bị trái ý,khó chịu,bực mình
ant,/ˈænt/,con kiến,,
antique,/ænˈtik/,cổ,cổ xưa,theo lối cổ
anxiously,/ˈæŋkʃəsɫi/,áy náy,lo âu,lo lắng
anyhow,/ˈɛniˌhaʊ/,thế nào cũng được,cách nào cũng được,
ape,/ˈeɪp/,khỉ không đuôi,khỉ hình người,
apology,/əˈpɑɫəˌdʒi/,lời biện bạch,lời biện giải,
appetite,/ˈæpəˌtaɪt/,sự ngon miệng,sự thèm ăn,
applaud,/əˈpɫɔd/,vỗ tay hoan nghênh,vỗ tay tán thưởng,khen ngợi
applause,/əˈpɫɔz/,tiếng vỗ tay khen ngợi,sự hoan nghênh,sự tán thưởng
arithmetic,/ˌɛɹɪθˈmɛtɪk/,số học,,
ashamed,/əˈʃeɪmd/,xấu hổ,hổ thẹn,ngượng
aspirin,/ˈæspɹɪn/,atpirin,,
astronomer,/əˈstɹɑnəmɝ/,nhà thiên văn học,,
athletic,/æθˈɫɛtɪk/,có tính chất lực sĩ,lực lưỡng,khoẻ mạnh
attach,/əˈtætʃ/,gắn,dán,trói buộc
avenue,/ˈævəˌnu/,đại lộ,,
awesome,/ˈɑsəm/,đáng kinh sợ,làm khiếp sợ,làm kinh hoàng
awkward,/ˈɑkwɝd/,vụng về,,
backache,/ˈbæˌkeɪk/,chứng đau lưng,,
backpack,/ˈbækˌpæk/,cái ba lô đeo trên vai,,
bacon,/ˈbeɪkən/,thịt lưng lợn muối xông khói,thịt hông lợn muối xông khói,
baggage,/ˈbæɡədʒ/,hành lý,,
baker,/ˈbeɪkɝ/,người làm bánh mì,,
bakery,/ˈbeɪkɝi/,lò bánh mì,,
bald,/ˈbɔɫd/,hói (đầu),,
bandage,/ˈbændɪdʒ/,băng (để băng vết thương,bịt mắt...)*  ngoại động từ,
bang,/ˈbæŋ/,cắt (tóc) ngang trán*  danh từ,,
bark,/ˈbɑɹk/,tiếng sủa,,
barman,/ˈbɑɹmən/,người phục vụ ở quán rượu,,
basin,/ˈbeɪsən/,cái chậu,,
bathe,/ˈbeɪð/,sự tắm (ở hồ,sông,biển
beard,/ˈbɪɹd/,râu (người),(thực vật học) râu hạt thóc,
beast,/ˈbist/,thú vật,súc vật,
beautifully,/ˈbjutəfɫi/,tốt đẹp,đáng hài lòng,
beaver,/ˈbivɝ/,con hải ly,,
bedside,/ˈbɛdˌsaɪd/,cạnh giường,,
behave,/bɪˈheɪv/,ăn ở,đối xử,cư xử
beneath,/bɪˈniθ/,ở dưới thấp,ở dưới*  giới từ,
bet,/ˈbɛt/,sự đánh cuộc,,
bilingual,/baɪˈɫɪŋɡwəɫ/,người nói hai thứ tiếng,,
bin,/ˈbɪn/,thùng,,
biochemistry,/ˌbaɪoʊˈkɛməstɹi/,hoá sinh,,
bleed,/ˈbɫid/,chảy máu,mất máu,
blend,/ˈbɫɛnd/,trộn lẫn,pha trộn,
bless,/ˈbɫɛs/,giáng phúc,ban phúc,
blessing,/ˈbɫɛsɪŋ/,phúc lành,,
blush,/ˈbɫəʃ/,sự đỏ mặt (vì thẹn),,
boast,/ˈboʊst/,lời nói khoác,,
boldly,/ˈboʊɫdɫi/,táo bạo,liều lĩnh,
boot,/ˈbut/,to boot thêm vào đó,nữa*  danh từ,
boredom,/ˈbɔɹdəm/,nỗi buồn tẻ,nỗi buồn chán,
bounce,/ˈbaʊns/,sự nảy lên,sự bật lên,
bow,/ˈbaʊ/,cái cung,,
boxing,/ˈbɑksɪŋ/,quyền thuật,quyền Anh,
bracelet,/ˈbɹeɪsɫət/,vòng tay,xuyến,
brand-new,/ˈbɹændˌnu/,mới toanh,,
bravely,/ˈbɹeɪvɫi/,dũng cảm,gan góc,
breakthrough,/ˈbɹeɪkˌθɹu/,sự chọc thủng phòng tuyến,,
breathless,/ˈbɹɛθɫəs/,hết hơi,hổn hển,không kịp thở
brick,/ˈbɹɪk/,gạch,,
brightly,/ˈbɹaɪtɫi/,sáng chói,,
broccoli,/ˈbɹɑkəɫi/,cây bông cải xanh,,
brotherhood,/ˈbɹəðɝˌhʊd/,tình anh em,,
bubble,/ˈbəbəɫ/,bong bóng,bọt,tăm
buddy,/ˈbədi/,(thông tục) bạn thân,,
builder,/ˈbɪɫdɝ/,người xây dựng,,
bull,/ˈbʊɫ/,bò đực,,
bullet,/ˈbʊɫət/,đạn (súng trường,súng lục),
bump,/ˈbəmp/,tiếng vạc kêu*  nội động từ,,
bunch,/ˈbəntʃ/,búi,chùm,bó
burden,/ˈbɝdən/,sức chở,trọng tải (của tàu),
bureau,/ˈbjʊɹoʊ/,cục,nha,vụ
burglar,/ˈbɝɡɫɝ/,kẻ trộm đêm,kẻ trộm bẻ khoá,kẻ trộm đào ngạch
burst,/ˈbɝst/,sự nổ tung,sự vỡ tung,tiếng nổ (bom)
bust,/ˈbəst/,tượng nửa người,,
butcher,/ˈbʊtʃɝ/,người hàng thịt,đồ tễ,
cabbage,/ˈkæbədʒ/,cải bắp,,
cabin,/ˈkæbən/,cabin,buồng ngủ (ở tàu thuỷ,máy bay)
cage,/ˈkeɪdʒ/,lồng,chuồng,cũi
calculator,/ˈkæɫkjəˌɫeɪtɝ/,người tính,,
calf,/ˈkæf/,con bê,,
caller,/ˈkɔɫɝ/,người đến thăm,người gọi*  tính từ,
calmness,/ˈkɑɫmnəs/,sự yên lặng,sự bình tĩnh,sự điềm tĩnh
camel,/ˈkæməɫ/,lạc đà,,
campsite,/ˈkæmpˌsaɪt/,địa điểm cắm trại,,
cancel,/ˈkænsəɫ/,sự xoá bỏ,sự huỷ bỏ,sự bãi bỏ
candle,/ˈkændəɫ/,cây nến,,
canned,/ˈkænd/,được đóng hộp,,
canteen,/kænˈtin/,căng tin,,
capsule,/ˈkæpsəɫ/,quả nang,,
careless,/ˈkɛɹɫəs/,vô tư,không lo nghĩ,
carelessly,/ˈkɛɹɫəsɫi/,cẩu thả,thiếu thận trọng,bất cẩn
carelessness,/ˈkɛɹɫəsnəs/,sự thiếu thận trọng,sự cẩu thả,sự vô ý
carpet,/ˈkɑɹpət/,tấm thảm,,
carton,/ˈkɑɹtən/,hộp bìa cứng (đựng hàng),,
categorize,/ˈkætəɡɝˌaɪz/,chia loại,phân loại,
cautious,/ˈkɔʃəs/,thận trọng,cẩn thận,
celebrity,/səˈɫɛbɹɪti/,sự nổi danh,sự nổi tiếng,danh tiếng
challenging,/ˈtʃæɫəndʒɪŋ/,kích thích,,
champion,/ˈtʃæmpiən/,người vô địch,nhà quán quân,
chaos,/ˈkeɪɑs/,thời đại hỗn nguyên,thời đại hỗn mang,
characterize,/ˈkɛɹəktɝˌaɪz/,biểu thị đặc điểm,mô tả đặc điểm,định rõ đặc điểm
chariot,/ˈtʃɛɹiət/,chở bằng xe ngựa,,
charity,/ˈtʃɛɹɪti/,lòng nhân đức,lòng từ thiện,lòng thảo
charm,/ˈtʃɑɹm/,sức mê hoặc,,
chase,/ˈtʃeɪs/,sự theo đuổi,sự đuổi theo,sự săn đuổi
cheerful,/ˈtʃɪɹfəɫ/,vui mừng,phấn khởi,hớn hở
chemist,/ˈkɛmɪst/,nhà hoá học,,
cherish,/ˈtʃɛɹɪʃ/,yêu mến,yêu thương,yêu dấu
choir,/ˈkwaɪɝ/,đội hợp xướng,đội hợp ca (của nhà thờ),
choke,/ˈtʃoʊk/,lõi rau atisô,,
chronological,/ˌkɹɑnəˈɫɑdʒɪkəɫ/,niên đại học,theo thứ tự niên đại,theo thứ tự thời gian
chuckle,/ˈtʃəkəɫ/,tiếng cười khúc khích,nụ cười thầm,
circus,/ˈsɝkəs/,rạp xiếc,,
classify,/ˈkɫæsəˌfaɪ/,phân loại,,
cliff,/ˈkɫɪf/,vách đá (nhô ra biển),,
climber,/ˈkɫaɪmɝ/,người leo trèo,người leo núi,
clip,/ˈkɫɪp/,cái ghim,cái cặp,cái kẹp
cod,/ˈkɑd/,cá tuyết,cá moruy*  động từ,
coffin,/ˈkɔfɪn/,áo quan,quan tài,
collar,/ˈkɑɫɝ/,cổ áo,,
columnist,/ˈkɑɫəmnəst/,người chuyên giữ một mục báo,,
comedian,/kəˈmidiən/,diễn viên kịch vui,người đóng kịch vui,
comet,/ˈkɑmət/,sao chổi,,
comma,/ˈkɑmə/,dấu phẩy,,
competitor,/kəmˈpɛtətɝ/,người cạnh tranh,đấu thủ,đối thủ
complement,/ˈkɑmpɫəmənt/,phần bù,phần bổ sung,
complicate,/ˈkɑmpɫəˌkeɪt/,làm phức tạp,làm rắc rối,
compliment,/ˈkɑmpɫəmɛnt/,lời khen,lời ca tụng,
compose,/kəmˈpoʊz/,soạn,sáng tác,làm
confusing,/kənˈfjuzɪŋ/,khó hiểu,gây bối rối,
congratulate,/kənˈɡɹætʃəˌɫeɪt/,chúc mừng,khen ngợi,
conquer,/ˈkɑŋkɝ/,đoạt,xâm chiếm,chiến thắng
consonant,/ˈkɑnsənənt/,thuận tai,êm ái,du dương
consume,/kənˈsum/,thiêu,đốt,cháy hết
continual,/kənˈtɪnjuəɫ/,liên tục,liên miên,
cough,/ˈkɑf/,chứng ho,sự ho,tiếng ho
countless,/ˈkaʊntɫəs/,vô số,vô kể,không đếm xuể
courageous,/kɝˈeɪdʒəs/,can đảm,dũng cảm,
crash,/ˈkɹæʃ/,vải thô (làm khăn lau...),,
creator,/kɹiˈeɪtɝ/,người sáng tạo,người tạo nên,
crossroads,/ˈkɹɔsˌɹoʊdz/,nơi hai đường gặp và cắt nhau,,
crow,/ˈkɹoʊ/,con quạ,,
crush,/ˈkɹəʃ/,sự ép,sự vắt,sự nghiến
cucumber,/ˈkjukəmbɝ/,cây dưa chuột,,
cultivate,/ˈkəɫtəˌveɪt/,cày cấy,trồng trọt,
curiously,/ˈkjʊɹiəsɫi/,tò mò,hiếu kỳ,
curly,/ˈkɝɫi/,quăn,xoắn,
curtain,/ˈkɝtən/,màn cửa,,
cushion,/ˈkʊʃən/,cái đệm,cái nệm,
cv,/ˌsiˈvi/,lý lịch (curriculum vitae),,
daisy,/ˈdeɪzi/,cây cúc,,
damp,/ˈdæmp/,sự ẩm ướt,không khí ẩm thấp,
dangerously,/ˈdeɪndʒɝəsɫi/,nguy hiểm,hiểm nghèo,
daze,/ˈdeɪz/,mica,,
dazzle,/ˈdæzəɫ/,ánh sáng chói,,
deadly,/ˈdɛdɫi/,làm chết người,trí mạng,chí tử
debris,/dəˈbɹi/,mảnh vỡ,mảnh vụn,
dedicate,/ˈdɛdəˌkeɪt/,cống hiến,hiến dâng,dành cho (để tưởng nhớ)
defender,/dɪˈfɛndɝ/,người che chở,người bảo vệ,
delete,/dɪˈɫit/,gạch đi,xoá đi,bỏ đi
delighted,/dɪˈɫaɪtəd/,vui mừng,hài lòng,
delightful,/dɪˈɫaɪtfəɫ/,thích thú,thú vị,làm say mê
depart,/dɪˈpɑɹt/,rời khỏi,ra đi,khởi hành
depressed,/dɪˈpɹɛst/,chán nản,thất vọng,ngã lòng
depressing,/dɪˈpɹɛsɪŋ/,làm trì trệ,làm đình trệ,
deprive,/dɪˈpɹaɪv/,lấy đi,cướp đi,tước đoạt
despite,/dɪˈspaɪt/,sự ghen ghét,sự hiềm khích,sự thù oán
detective,/dɪˈtɛktɪv/,thám tử trinh thám,,
devastate,/ˈdɛvəˌsteɪt/,tàn phá,phá huỷ,phá phách
devastating,/ˈdɛvəˌsteɪtɪŋ/,tàn phá,phá huỷ,phá phách
diagram,/ˈdaɪəˌɡɹæm/,biểu đồ,,
dial,/ˈdaɪəɫ/,mặt (người...),,
diaper,/ˈdaɪpɝ/,vải kẻ hình thoi,,
diligence,/ˈdɪɫədʒəns/,sự siêng năng,sự chuyên cần,sự cần cù*  danh từ
diligent,/ˈdɪɫɪdʒənt/,siêng năng,chuyên cần,cần cù
disable,/dɪˈseɪbəɫ/,làm cho bất lực,,
disagreement,/dɪsəˈɡɹimənt/,sự khác nhau,sự không giống nhau,
disappoint,/ˌdɪsəˈpɔɪnt/,thất ước (với ai),,
disappointment,/ˌdɪsəˈpɔɪntmənt/,sự chán ngán,sự thất vọng,
disastrous,/dɪˈzæstɹəs/,tai hại,thảm khốc,
discomfort,/dɪˈskəmfɝt/,sự khó ở,sự khó chịu,sự bực bội
discourage,/dɪˈskɝɪdʒ/,can ngăn (ai làm việc gì),,
disgusting,/dɪsˈɡəstɪŋ/,làm ghê tởm,làm kinh tởm,
dishwasher,/ˈdɪʃˌwɑʃɝ/,máy rửa bát,người rửa bát,
dissolve,/dɪˈzɑɫv/,rã ra,tan rã,phân huỷ
distribute,/dɪˈstɹɪbjut/,phân bổ,phân phối,phân phát
dive,/ˈdaɪv/,sự lặn,,
diver,/ˈdaɪvɝ/,người nhảy lao đầu xuống nước,người lặn,
diving,/ˈdaɪvɪŋ/,việc lặn dưới nước,,
divorced,/dɪˈvɔɹst/,đã ly dị,,
dj,/ˈdiˈdʒeɪ/,áo vét đi ăn tối (dinner,,
documentary,/ˌdɑkjəˈmɛnɝi/,tài liệu,(thuộc) tư liệu,
dolphin,/ˈdɑɫfən/,cá heo mỏ,,
dot,/ˈdɑt/,của hồi môn*  danh từ,,
downward,/ˈdaʊnwɝd/,xuống,đi xuống,trở xuống
doze,/ˈdoʊz/,ngủ gà ngủ gật,ngủ lơ mơ,
drag,/ˈdɹæɡ/,cái bừa lớn,cái bừa nặng,
drown,/ˈdɹaʊn/,chết đuối*  ngoại động từ,,
drunk,/ˈdɹəŋk/,say rượu,,
dude,/ˈdud/,(từ lóng) công tử bột,anh chàng ăn diện,
dump,/ˈdəmp/,vật ngắn bè bè,người lùn bè bè,
dustbin,/ˈdəstbɪn/,thùng rác,,
dusty,/ˈdəsti/,bụi rậm,đầy bụi,
dynasty,/ˈdaɪnəsti/,triều đại,triều vua,
earnest,/ˈɝnɪst/,đứng đắn,nghiêm chỉnh,
easygoing,/ˈiziˈɡoʊɪŋ/,dễ tính,vô tâm,
ecstasy,/ˈɛkstəsi/,trạng thái mê ly,,
educate,/ˈɛdʒəˌkeɪt/,giáo dục,cho ăn học,
elbow,/ˈɛɫˌboʊ/,khuỷu tay,khuỷu tay áo,
embarrass,/ɪmˈbɛɹəs/,làm lúng túng,làm ngượng nghịu,
embarrassed,/ɪmˈbɛɹəst/,lúng túng,bối rối,ngượng
embarrassment,/ɪmˈbɛɹəsmənt/,điều làm lúng túng,điều làm bối rối,điều làm ngượng
emperor,/ˈɛmpɝɝ/,hoàng đế,,
empire,/ˈɛmpaɪɝ/,đế quốc,chế chế,
enclose,/ɪnˈkɫoʊz/,vây quanh,rào quanh,
encounter,/ɪnˈkaʊnɝ/,sự gặp gỡ,sự bắt gặp,sự gặp phải
encouraging,/ɛnˈkɝɪdʒɪŋ/,làm can đảm,làm mạnh dạn,
encyclopedia,/ɪnˌsaɪkɫəˈpidiə/,bộ sách bách khoa,,
endanger,/ɛnˈdeɪndʒɝ/,gây nguy hiểm,,
endure,/ɛnˈdjʊɹ/,chịu đựng,cam chịu,chịu được*  nội động từ
englishman,/ˈɪŋɡɫɪʃmən/,người Anh (đàn ông),,
enjoyable,/ˌɛnˈdʒɔɪəbəɫ/,thú vị,thích thú,
enjoyment,/ˌɛnˈdʒɔɪmənt/,sự thích thú,sự khoái trá,
enrich,/ɛnˈɹɪtʃ/,làm giàu,làm giàu thêm,làm phong phú
entertain,/ˌɛnɝˈteɪn/,tiếp đãi,chiêu đãi,
entertainer,/ˌɛnɝˈteɪnɝ/,người tiếp đãi,người chiêu đãi,
enthusiast,/ɛnˈθuziˌæst/,người hăng hái,người có nhiệt tình,người say mê
enthusiastic,/ɪnˌθuziˈæstɪk/,hăng hái,nhiệt tình,say mê
environmentalist,/ɪnˌvaɪɹənˈmɛnəɫɪst/,nhà môi trường học,,
eternity,/iˈtɝnəti/,tính vĩnh viễn,tính bất diệt,
evenly,/ˈivənɫi/,bằng phẳng,,
excitedly,/ɪkˈsaɪtədɫi/,xúc động,,
expose,/ɪkˈspoʊz/,phơi ra,,
extinct,/ɪkˈstɪŋkt/,tắt (lửa,núi lửa...),
extinction,/ɪkˈstɪŋkʃən/,sự dập tắt,sự làm tan vỡ,sự làm mất đi
eyesight,/ˈaɪˌsaɪt/,sức nhìn,thị lực,
fade,/ˈfeɪd/,héo đi,tàn đi (cây),
fake,/ˈfeɪk/,vòng dây cáp*  ngoại động từ,,
fantasy,/ˈfænəsi/,khả năng tưởng tượng,hình ảnh tưởng tượng,
farewell,/ˌfɛɹˈwɛɫ/,tam biệt,,
farmland,/ˈfɑɹmˌɫænd/,đất chăn nuôi,trồng trọt,
farthest,/ˈfɑɹðəst/,xa nhất,,
fascinate,/ˈfæsəˌneɪt/,thôi miên,làm mê,
fashionable,/ˈfæʃənəbəɫ/,đúng mốt,hợp thời trang,lịch sự
fasten,/ˈfæsən/,buộc chặt,trói chặt,
fax,/ˈfæks/,bản fax* động từ,,
feast,/ˈfist/,bữa tiệc,yến tiệc,
ferry,/ˈfɛɹi/,bến phà,,
festive,/ˈfɛstɪv/,thuộc ngày lễ,thuộc ngày hội,
fetch,/ˈfɛtʃ/,hồn ma,vong hồn (hiện hình)*  danh từ,
feverishly,/ˈfɛvɝˌɪʃɫi/,lính quýnh,luống cuống,
firefighter,/ˈfaɪɹˌfaɪtɝ/,lính chữa cháy,,
flavor,/ˈfɫeɪvɝ/,vị ngon,mùi thơm,mùi vị
flock,/ˈfɫɑk/,cụm,túm (bông,len)
flu,/ˈfɫu/,(viết tắt) của influenza,bệnh cúm ((cũng) flue),
fluent,/ˈfɫuənt/,lưu loát,trôi chảy,viết lưu loát
fluently,/ˈfɫuəntɫi/,trôi chảy,lưu loát* phó từ,
flunk,/ˈfɫəŋk/,hỏng (thi),,
flute,/ˈfɫut/,cái sáo,,
fold,/ˈfoʊɫd/,bãi rào (nhốt súc vật),,
fond,/ˈfɑnd/,nền (bằng ren)*  tính từ,,
fondness,/ˈfɑndnəs/,sự yêu mến quá đỗi,sự yêu dấu,sự trìu mến
foolish,/ˈfuɫɪʃ/,dại dột,ngu xuẩn,xuẩn ngốc ((cũng) fool)
forecast,/ˈfɔɹˌkæst/,sự dự đoán trước,sự dự báo trước,
forgive,/fɝˈɡɪv/,tha,tha thứ,
fortnight,/ˈfɔɹtˌnaɪt/,hai tuần lễ,mười lăm ngày,
fountain,/ˈfaʊntən/,suối nước,nguồn sông,
fragment,/ˈfɹæɡmənt/,mảnh,mảnh vỡ,
freezer,/ˈfɹizɝ/,máy ướp lạnh,,
freezing,/ˈfɹizɪŋ/,giá lạnh,băng giá,rét lắm
freshman,/ˈfɹɛʃmən/,người mới bắt đầu,người mới vào nghề*  định ngữ,
friendliness,/ˈfɹɛndɫinɪs/,sự thân mật,sự thân thiết,sự thân thiện
fright,/ˈfɹaɪt/,sự hoảng sợ,,
frost,/ˈfɹɔst/,sự đông giá,,
frustrated,/ˈfɹəsˌtɹeɪtəd/,nản lòng,nản chí,
frustration,/fɹəˈstɹeɪʃən/,sự làm thất bại,sự làm hỏng,
full-time,/ˈfʊɫˌtaɪm/,trọn tháng,,
fur,/ˈfɝ/,bộ lông mao,loài thú,
furthest,/ˈfɝθəst/,xa hơn hết,xa nhất,
fuss,/ˈfəs/,sự ồn ào,sự om sòm,sự rối rít
gall,/ˈɡɔɫ/,mật,,
gardening,/ˈɡɑɹdənɪŋ/,nghề làm vườn,sự trồng vườn,
garment,/ˈɡɑɹmənt/,áo quần,,
gee,/ˈdʒi/,gee) /'dʤi:dʤi:/,,
gene,/ˈdʒin/,Gen,,
genetically,/dʒəˈnɛtɪkɫi/,về mặt di truyền học,,
genetics,/dʒəˈnɛtɪks/,di truyền học,,
gentleman,/ˈdʒɛnəɫmən/,người hào hoa phong nhã,,
gifted,/ˈɡɪftəd/,có tài,thiên tài,có năng khiếu
giggle,/ˈɡɪɡəɫ/,tiếng cười rúc rích,tiếng cười khúc khích,
ginger,/ˈdʒɪndʒɝ/,cây gừng,củ gừng,
giraffe,/dʒɝˈæf/,hươu cao c,,
glide,/ˈɡɫaɪd/,sự trượt đi,sự lướt đi,
glimpse,/ˈɡɫɪmps/,cái nhìn lướt qua,cái nhìn thoáng qua,
glint,/ˈɡɫɪnt/,tia sáng,tia sáng loé,tia lấp lánh
glorious,/ˈɡɫɔɹiəs/,vinh quang,vẻ vang,vinh dự
goalkeeper,/ˈɡoʊɫˌkipɝ/,<thể> thủ thành,người giữ gôn,
goddess,/ˈɡɑdəs/,nữ thần,,
golfer,/ˈɡɑɫfɝ/,người chơi gôn,,
goodness,/ˈɡʊdnəs/,lòng tốt,tính tốt,lòng hào hiệp
gorgeous,/ˈɡɔɹdʒəs/,rực rỡ,lộng lẫy,đẹp đẽ
gorilla,/ɡɝˈɪɫə/,con gôrila,,
gossip,/ˈɡɑsəp/,Ỡn),,
gown,/ˈɡaʊn/,áo tôga (La,,
grab,/ˈɡɹæb/,cái chộp,sự túm lấy,sự vồ lấy
graceful,/ˈɡɹeɪsfəɫ/,có duyên,duyên dáng,yêu kiều
graduation,/ˌɡɹædʒəˈweɪʃən/,sự chia độ,,
graphic,/ˈɡɹæfɪk/,đồ thị,minh hoạ bằng đồ thị,
gravy,/ˈɡɹeɪvi/,nước xốt,,
greenhouse,/ˈɡɹinˌhaʊs/,nhà kính (trồng rau,hoa),
greeting,/ˈɡɹitɪŋ/,lời chào hỏi ai,,
grill,/ˈɡɹɪɫ/,grille,,
groom,/ˈɡɹum/,người giữ ngựa,,
grouping,/ˈɡɹupɪŋ/,sự họp thành nhóm,,
guitarist,/ˌɡɪˈtɑɹɪst/,<nhạc> người chơi đàn ghita,,
gym,/ˈdʒɪm/,gymnasium,,
hairdresser,/ˈhɛɹˌdɹɛsɝ/,thợ làm tóc,thợ làm đầu,
hammer,/ˈhæmɝ/,búa,,
handball,/ˈhændˌbɔɫ/,môn bóng ném,,
hand-held,/ˈhændˌhɛɫd/,cầm tay,,
handkerchief,/ˈhæŋkɝtʃif/,khăn tay,khăn mùi soa,
handshake,/ˈhændˌʃeɪk/,cái bắt tay,,
handwriting,/ˈhænˌdɹaɪtɪŋ/,chữ viết tay,dạng chữ (của một người nào),
handy,/ˈhændi/,thuận tiện,tiện tay,vừa tầm tay
hardship,/ˈhɑɹdʃɪp/,sự gian khổ,sự thử thách gay go,
hard-working,/ˌhɑɹdhˈwɝkɪŋ/,làm việc tích cực và chu đáo,,
harness,/ˈhɑɹnəs/,bộ yên cương (ngựa),,
hasty,/ˈheɪsti/,vội,vội vàng,vội vã
hatch,/ˈhætʃ/,cửa cống,cửa đập nước,
hatred,/ˈheɪtɹəd/,lòng căm thù,sự căm hờn,sự căm ghét
haunt,/ˈhɔnt/,nơi thường lui tới,nơi hay lai vãng,
headline,/ˈhɛdˌɫaɪn/,hàng đầu,dòng đầu (trang báo),đề mục
heal,/ˈhiɫ/,chữa khỏi (bệnh...),làm lành (vết thương...),
healing,/ˈhiɫɪŋ/,để chữa bệnh,để chữa vết thương,
hearty,/ˈhɑɹti/,vui vẻ,thân mật,nồng nhiệt
heater,/ˈhitɝ/,bếp lò,lò (để sưởi,đun nước
heaven,/ˈhɛvən/,Ngọc hoàng,Thượng đế,trời
heavenly,/ˈhɛvənɫi/,trời,ở trên trời,ở thiên đường
heel,/ˈhiɫ/,gót chân,,
helmet,/ˈhɛɫmət/,mũ sắt (bộ đội,lính cứu hoả...),
helpless,/ˈhɛɫpɫəs/,không tự lo liệu được,không tự lực được,
herd,/ˈhɝd/,bầy,đàn (vật nuôi),
highlight,/ˈhaɪˌɫaɪt/,làm nổi bật,nêu bật,
homeless,/ˈhoʊmɫəs/,không cửa không nhà,vô gia cư,
honestly,/ˈɑnəsɫi/,lương thiện,,
honesty,/ˈɑnəsti/,tính lương thiện,,
honeymoon,/ˈhəniˌmun/,tuần trăng mật*  nội động từ,,
hop,/ˈhɑp/,cây hoa bia,cây hublông*  ngoại động từ,
hopeful,/ˈhoʊpfəɫ/,hy vọng,đầy hy vọng,
hopefully,/ˈhoʊpfəɫi/,đầy hy vọng,phấn khởi,
hopeless,/ˈhoʊpɫəs/,không hy vọng,thất vọng,tuyệt vọng
horizon,/hɝˈaɪzən/,chân trời,,
horn,/ˈhɔɹn/,sừng (trâu bò...),gạc hươu,nai...)
horrible,/ˈhɔɹəbəɫ/,kinh khủng,kinh khiếp,
horrify,/ˈhɔɹəˌfaɪ/,làm khiếp sợ,làm kinh khiếp,
hostel,/ˈhɑstəɫ/,nhà ký túc (của học sinh),,
housework,/ˈhaʊˌswɝk/,công việc trong nhà (nấu ăn,giặt,quét dọn)
humid,/ˈhjuməd/,ẩm,ẩm ướt,
humorous,/ˈhjumɝəs/,khôi hài,hài hước,hóm hỉnh
hurriedly,/ˈhɝidɫi/,vội vàng,hối hả,hấp tấp
hut,/ˈhət/,túp lều,,
idiom,/ˈɪdiəm/,thành ngữ,,
idol,/ˈaɪdəɫ/,tượng thần,thần tượng,
illegally,/ˌɪˈɫiɡəɫi/,bất hợp pháp,trái pháp luật,
illuminate,/ˌɪˈɫumɪnɪt/,chiếu sáng,rọi sáng,soi sáng
imaginary,/ˌɪˈmædʒəˌnɛɹi/,tưởng tượng,không có thực,ảo
imitate,/ˈɪməˌteɪt/,theo gương,noi gương,
immigrate,/ˈɪməˌɡɹeɪt/,nhập cư*  ngoại động từ,,
