word,pronunciation,meaning1,meaning2,meaning3
haul,hɔ:l,sự kéo mạnh; đoạn đường kéo,(ngành mỏ) sự đẩy goòng,sự chuyên chở hàng (bằng xe vận tải); khối lượng chuyên chở
housekeeping,"'haus,ki:piɳ",công việc quản lý gia đình; công việc nội trợ,,
spikes,,giầy đinh (của vận động viên),"đinh dài, ghim dài (bằng kim loại)",bông (của ngũ cốc )
worksheet,,giấy chấm công,,
attribution,",ætri'bju:ʃn",sự quy ra,"quyền hành ban cho; quyền lực, thẩm quyền",
perfusion,pə'fju:ʤn,"sự vảy, sự rắc",sự đổ tràn ngập; sự làm tràn ngập,
lighthouse,'laithaus,"đèn biển, hải đăng",,
pinch,pintʃ,"cái vấu, cái véo, cái kẹp, cái kẹt",nhúm,"(nghĩa bóng) cảnh o ép, sự giằn vặt, sự dày vò"
anthropological,",ænθrəpə'lɔdʤikəl",(thuộc) nhân loại học,,
stenographer,ste'nɔgrəfə,người viết tốc ký,,
hegemony,hi:'geməni,"quyền bá chủ, quyền lânh đạo",,
eminence,'eminəns,mô đất,sự nổi tiếng; địa vị cao trọng,(Eminence) đức giáo chủ (tiếng xưng hô)
betrayal,bi'treiəl,sự phản bội,,
ostensibly,,"có vẻ là, bề ngoài là",,
penitentiary,",peni'tenʃəri","trại cải tạo, trại cải tạo gái điếm","(từ Mỹ,nghĩa Mỹ) nhà lao",để cải tạo; (thuộc) cải tạo
woody,'wudi,"có lắm rừng, lắm cây cối",(thuộc) rừng,(thực vật học) (thuộc) chất gỗ
biosynthesis,,số nhiều biosyntheses,sự sinh tổng hợp,
entropy,'entrəpi,(vật lý) entrôpi,,
conspicuously,kən'spikjuəsli,"dễ thấy, rõ ràng, đập ngay vào mắt, lồ lộ",,
sizable,'saizəbl,"to, lớn, có cỡ lớn",,
anarchy,'ænəki,tình trạng vô chính phủ,tình trạng hỗn loạn,
silage,'ensilidʤ,sự ủ xilô,thức ăn (cho vật nuôi) ủ xilô,ủ xilô (thức ăn cho vật nuôi)
demolition,di'mɔliʃmənt,sự phá huỷ; sự đánh đổ,,
chassis,'ʃæsi,"khung gầm (ô tô, máy bay...)",,
reimburse,",ri:im'bə:s","hoàn lại, trả lại (số tiền đã tiêu)",,
diagonal,dai'ægənl,chéo (đường),đường chéo,vải chéo go
brock,brɔk,(động vật học) con lửng,"người đáng khinh, người đê tiện",
placenta,plə'sentə,nhau (đàn bà đẻ),thực giá noãn,
autism,'ɔ:tizm,tính tự kỷ,,
ontological,",ɔntə'lɔdʤikəl",(triết học) (thuộc) bản thể học,,
metallurgical,",metə'lə:dʤik",(thuộc) luyện kim,,
inversely,,"ngược lại, nghịch đảo",,
exemplary,ig'zempləri,"gương mẫu, mẫu mực","để làm gương, để cảnh cáo","để làm mẫu, để dẫn chứng, để làm thí dụ"
solicit,sə'lisit,"khẩn khoản, nài xin",thu hút,"gạ gẫm, níu kéo, chài (gái điếm)"
infestation,",infes'teiʃn","sự tràn vào quấy phá, sự tràn vào phá hoại",,
concomitant,kən'kɔmitənt,"đi kèm với, đi đôi với, cùng xảy ra, đồng thời",(y học) đồng phát,"sự việc cùng xảy ra, sự việc đi đôi; vật cùng đi"
clinging,,(quần áo) bó sát thân người,<bóng> bám dai dẳng,
strap,stræp,"dây (da, lụa, vải...); đai da",dây liếc dao cạo,(kỹ thuật) bản giằng (mảnh sắt nối hai tấm gỗ...)
womb,wu:m,"(giải phẫu) dạ con, tử cung","(nghĩa bóng) ruột, trung tâm, lòng",từ khi lọt lòng đến lúc chết
necessitate,ni'sesiteit,"bắt phải, đòi hỏi phải, cần phải có",,
disobedience,",disə'bi:djəns","sự không vâng lời, sự không tuân lệnh",,
melancholy,",melənkəli","sự u sầu, sự sầu muộn","u sầu, sầu muộn",
sublime,sə'blaim,"hùng vĩ, uy nghi","siêu phàm, tuyệt vời","cao cả, cao siêu, cao thượng"
observational,",ɔbzə:'veiʃənl","(thuộc) sự quan sát, (thuộc) sự theo dõi",(thuộc) khả năng quan sát,
cpu,,Đơn vị xử lý trung tâm,,
audible,'ɔ:dəbl,"có thể nghe thấy, nghe rõ",,
abusive,ə'bju:siv,lạm dụng,"lăng mạ, sỉ nhục, chửi rủa","lừa dối, lừa gạt"
qualitatively,,(thuộc) phẩm chất,"định tính, chất lượng",
quartermaster,"'kwɔ:tə,mɑ:stə",((viết tắt) Q.M.) sĩ quan hậu cần của tiểu đoàn (bộ binh),hạ sĩ quan phụ trách điện đài (hải quân),
fowl,faul,"gà, thịt gà","(từ hiếm,nghĩa hiếm) chim; thịt chim (chỉ còn dùng trong kết hợp fish,  flesh fowl cá, thịt chim)",bắn chim; đánh bẫy chin
parkway,'pɑ:kwei,"(từ Mỹ,nghĩa Mỹ) đại lộ (đường rộng có cây hai bên)",,
brink,briɳk,bờ miệng (vực),,
easement,'i:zmənt,(pháp lý) quyền đi qua; quyền xây cất (trên đất người khác),"nhà phụ, công trình kiến trúc phụ","(từ cổ,nghĩa cổ) sự làm dịu (đau...)"
eeg,,điện não đồ (electroencephalogram),,
archaic,ɑ:'keiik,cổ xưa,,
datum,'deitəm,số lượng đã cho (bài toán...); điều đã cho biết,luận cứ,"(số nhiều datums) mốc tính toán, mốc đo lường"
commensurate,kə'menʃərit,(+ with) cùng diện tích với,"(+ to,  with) xứng với",
geophysical,",dʤi:ou'fizikəl",(thuộc) địa vật lý,,
exponent,eks'pounənt,"người trình bày, người dẫn giải, người giải thích (một luận điểm...); điều trình bày, điều dẫn giải, điều giải thích",người biểu diễn (nhạc...),"người tiêu biểu, vật tiêu biểu"
slain,slei,(thơ ca); (văn học);(đùa cợt) giết,,
amber,'æmbə,hổ phách,(định ngữ) bằng hổ phách; (có) màu hổ phách,
homogeneity,",hɔmoudʤe'ni:iti","tính đồng nhất, tình đồng đều, tính thuần nhất",,
disruptive,dis'rʌptiv,"đập gãy, đập vỗ, phá vỡ",(điện học) đánh thủng,
antarctic,ænt'ɑ:ktik,(thuộc) Nam cực; (thuộc) phương nam; ở về phía Nam cực,,
levy,'levi,sự thu (thuế); tiền thuế thu được,sự tuyển quân; số quân tuyển được,"(từ Mỹ,nghĩa Mỹ) sự toàn dân vũ trang tham gia chiến đấu ((cũng) levy en masse)"
embody,im'bɔdi,là hiện thân của,biểu hiện,"gồm, kể cả"
provocative,,"khiêu khích, trêu chọc","kích thích, khêu gợi (về tình dục)",
ruthless,'ru:θlis,"tàn nhẫn, nhẫn tâm",,
hydroelectric,'haidroui'lektrik,thuỷ điện,,
geothermal,,thuộc địa nhiệt,,
intelligible,in'telidʤəbl,dễ hiểu,(triết học) chỉ có thể nhận thức được bằng trí óc,
formaldehyde,fɔ:'mældihaid,hoá fomanddêhyt,,
botanical,bə'tænik,(thuộc) thực vật học,,
martial,'mɑ:ʃəl,(thuộc) quân sự; (thuộc) chiến tranh,"có vẻ quân nhân, thượng võ, võ dũng, hùng dũng",(Martial) (thuộc) sao Hoả
aversion,ə'və:ʃn,sự ghét; ác cảm,"sự không thích, sự không muốn",cái mình ghét
liturgy,'litə:dʤi,nghi thức tế lễ,,
oceanography,",ouʃjə'nɔgrəfi",hải dương học,,
ditto,'ditou,"như trên; cùng một thứ, cùng một loại","cái kể trên, cái như trên; cái cùng một thứ, cái cùng loại",
awhile,ə'wail,"một lúc, một lát, một chốc",,
uniqueness,,(Econ) Tính độc nhất.,,
bicarbonate,bai'kɑ:bənit,(hoá học) cacbonat axit,,
cytoplasmic,,xem cytoplasm,,
impatience,im'peiʃəns,"sự thiếu kiên nhẫn, sự không kiên tâm; tính nóng vội, tính nôn nóng; tính hay sốt ruột","(+ of) sự không chịu đựng được, sự không dung thứ được, sự khó chịu (cái gì)",
reap,ri:p,gặt (lúa...),"thu về, thu hoạch, hưởng",(xem) sow
retroactive,",retrou'æktiv",(pháp lý) có hiệu lực trở về trước,,
carotid,kə'rɔtid,(giải phẫu) động mạch cảnh,,
chairperson,,chủ tịch,,
supposition,",sʌpə'ziʃn","sự giải thiết, sự giả định","giả thuyết, ức thuyết",
evasion,i'veiʤn,"sự tránh, sự lảng tránh, sự lẩn tránh, sự thoái thác","kẻ lẩn tránh, mẹo thoái thác",
reins,reinz,"(từ cổ,nghĩa cổ) quả thận, quả cật",chỗ thắt lưng,
clamp,klæmp,"đống (gạch để nung, đất, rơm...)","chất thành đống, xếp thành đống","cái kẹp, bàn kẹp; cái giữ (nói chung)"
testosterone,,kích thích tố sinh dục nam,,
decimal,'desiməl,(toán học) thập phân,(toán học) phân số thập phân,
stratigraphy,strə'tigrəfi,địa tầng học,,
woe,wou,"sự đau buồn; điều phiền muộn, nỗi đau khổ, nỗi thống khổ","(số nhiều) tai hoạ, tai ương",
telecommunication,"'telikə,mju:ni'keiʃn","viễn thông, sự thông tin từ xa",,
shark,ʃɑ:k,"(động vật học) cá nhám, cá mập",kẻ tham lam; kẻ bất lương; kẻ lừa đảo,"(ngôn ngữ nhà trường),  (từ lóng) tay cừ, tay chiến"
calcite,'kælsait,(khoáng chất) canxit,,
powerless,'pauəlis,bất lực; không có sức mạnh,"không có quyền lực, không có quyền thế",hoàn toàn không có khả năng (giúp đỡ...)
beforehand,bi'fɔ:hænd,sẵn sàng trước,"làm trước, đoán trước, biết trước",sẵn tiền
gelatin,",dʤelə'ti:n",Gelatin,chất nổ nitroglyxerin,
forceful,'fɔ:sful,mạnh mẽ,sinh động; đầy sức thuyết phục,
bead,bi:d,hạt hột (của chuỗi hạt),"giọt, hạt",bọt (rượu...)
gratefully,,"với vẻ biết ơn, bằng thái độ biết ơn",,
dynamical,dai'næmikəl,(như) dynamic,(triết học) (thuộc) thuyết động học,
excerpt,'eksə:pt,"phần trích, đoạn trích (sách...)","trích, trích dẫn (một đoạn trong sách...)",
homage,'hɔmidʤ,sự tôn kính; lòng kính trọng,(sử học) sự thần phục,
isotropic,",aisou'trɔpik",đẳng hướng,,
slurry,'slʌri,hồ xi măng,bùn than,vữa chịu lửa (để vá lò cao)
epoxy,,"epoxi, cầu oxy (- o -), vòng oxy",,
grating,'greitiɳ,lưới sắt (che cửa sổ),(vật lý) con cách,"tiếng chói tai, tiếng rít kèn kẹt"
fireman,'faiəmən,đội viên chữa cháy,công nhân đốt lò,
nhs,,Sở y tế quốc dân (National Health Service),,
centennial,sen'tenjəl,"sống trăm năm, trăm tuổi",một trăm năm một lần,(thuộc) lễ kỷ niệm một trăm năm
halt,hɔ:lt,"sự tạm nghỉ, sự tạm dừng lại (trong lúc đang đi...)",(ngành đường sắt) ga xép,"dừng chân, nghỉ chân"
genet,'dʤenit,(động vật học) cây genet,,
ontology,ɔn'tɔlədʤi,(triết học) bản thể học,,
coercive,kou'ə:siv,"buộc, ép buộc, cưỡng bức",(vật lý) kháng từ,
cling,kliɳ,"bám vào, dính sát vào, níu lấy",(nghĩa bóng) bám lấy; trung thành (với); giữ mãi,"bám chặt lấy, giữ chặt lấy"
protagonist,protagonist,"vai chính (trong một vở kịch, một câu chuyện)","người giữ vai chính, người giữ vai trò chủ đạo (trong cuộc đấu, trong cuộc tranh luận...)","người tán thành, người bênh vực (một đường lối, một phương pháp...)"
abnormality,æb'nɔ:məlsi,"sự không bình thường, sự khác thường; sự dị thường","vật kỳ quái, quái vật",
entrepreneurship,,"(Econ) Khả năng, sự làm chủ của doanh nghiệp.",,
curtailed,,đã được rút ngắn,,
vis,,tử tước (Viscount),nữ tử tước (Viscountess),
subordination,"sə,bɔ:di'neiʃn",sự làm cho lệ thuộc; sự lệ thuộc,sự hạ thấp tầm quan trọng,
grotesque,grou'tesk,"lố bịch, kỳ cục","bức tranh kỳ cục, bức tượng kỳ cục",
pivotal,'pivətl,"(thuộc) trụ, (thuộc) ngõng, (thuộc) chốt; làm trụ, làm ngõng, làm chốt","(nghĩa bóng) then chốt, mấu chốt, chủ chốt",
constitutionally,,"căn cứ theo hiến pháp, hợp hiến",,
pecuniary,pi'kju:njəri,(thuộc) tiền tài,(pháp lý) phải nộp tiền (phạt),
epistle,i'pisl,thư của sứ đồ (truyền đạo);(đùa cợt) thư (gửi cho nhau),thư (một thể thơ),
corrosive,kə'rousiv,"gặm mòn, phá huỷ dần",chất gặm mòn,
portray,pɔ:'trei,vẽ chân dung,miêu tả sinh động,"(từ Mỹ,nghĩa Mỹ) đóng vai"
plough,plau,cái cày,đất đã cày,(điện học) cần (tàu điện...)
coca,'koukə,(thực vật học) cây côca,,
affluent,'æfluənt,"nhiều, dồi dào, phong phú",giàu có,sông nhánh
cinnamon,'sinəmən,(thực vật học) cây quế,màu nâu vàng,
archipelago,",ɑ:ki'peligou",quần đảo,biển có nhiều đảo,
overwhelmingly,,tràn ngập; làm chôn vùi (cái gì),áp đảo,
discursive,dis'kə:siv,"lan man, không có mạch lạc",biện luận,
antimony,'æntiməni,(hoá học) antimon,,
skepticism,'skeptisizm,chủ nghĩa hoài nghi,,
juncture,'dʤʌɳktʃə,sự nối liền,chỗ nối; điểm gặp nhau,"tình hình, sự việc; thời cơ"
clad,klouð,mặc quần áo cho,"phủ, che phủ",
mysticism,'mistisizm,đạo thần bí,thuyết thần bí; chủ nghĩa thần bí,
emergent,i'mə:dʤənt,"nổi lên, lồi ra, hiện ra","nổi bật lên, rõ nét",(vật lý) ló
squarely,'skweəli,vuông vắn,"thẳng thắn, thật thà, trung thực","kiên quyết, dứt khoát"
discernible,di'sə:nəbl,"có thể nhận thức rõ, có thể thấy rõ",,
peacock,'pi:kɔk,(động vật học) con công (trống),"vênh vang; đi vênh vang; làm bộ làm tịch, khoe mẽ","to peacock oneself upon vênh vang; làm bộ làm tịch về, khoe mẽ (cái gì)"
witchcraft,'wit kr :ft,"ma thuật, phép phù thuỷ","sức mê hoặc, sức quyến rũ (của nụ cười, sắc đẹp...)",
nude,nju:d,"trần, trần truồng, khoả thân",(thực vật học) trụi lá,(động vật học) trụi lông
cum,kʌm,"với, kể cả",,
dispense,dis'pens,"phân phát, phân phối",pha chế và cho (thuốc),"(+ from) miễn trừ, tha cho"
gratification,",grætifi'keiʃn",sự ban thưởng,"sự hài lòng, sự vừa lòng",tiền thù lao
actuarial,,(thuộc) chuyên viên thống kê bảo hiểm,,
scant,skænt,"ít, hiếm, không đủ","(từ cổ,nghĩa cổ) hà tiện, cho nhỏ giọt",
kilowatt,'kiləwɔt,kilôoat,,
acutely,,sâu sắc,,
inadvertently,,"tình cờ, không cố ý",,
malay,mə'lei,(thuộc) Mã lai,người Mã lai,tiếng Mã lai
stylistic,stai'listik,(thuộc) văn phong,(thuộc) tu từ,
twilight,'twailait,lúc tranh tối tranh sáng; lúc hoàng hôn; lúc tảng sáng,thời kỳ xa xưa mông muội,"(định ngữ) tranh tối tranh sáng, mờ, không rõ"
larceny,'lɑ:sni,(pháp lý) sự ăn cắp,,
impracticable,im'præktikəbl,"không thể thi hành được, không thể thực hiện được","khó dùng, không thể điều khiển được (dụng cụ, đồ dùng...)","không thể qua được, không thể đi được"
discontinuance,",diskəntinju'eiʃn","sự ngừng, sự đình chỉ; sự đứt quãng, sự gián đoạn",sự bỏ (một thói quen),sự thôi (không mua báo dài hạn nữa...)
paternal,pə'tə:nl,của cha; thuộc cha,"có họ nội, về đằng nội",
seminal,'si:minl,"(thuộc) tinh dịch; (thuộc) hạt giống, (thuộc) sự sinh sản",có thể sinh sản được,"còn phôi thai, còn trứng nước"
synchronization,",siɳkrənai'zeiʃn",sự đồng bộ hoá,,
rift,'raifliɳ,"đường nứt rạn, kẽ hở, kẽ nứt (ở đất, đá, đồ vật...)",(khoáng chất) thớ chẻ,chỗ hé sáng (trong đám sương mù...)
flush,flush,"bằng phẳng, ngang bằng","tràn đầy, chứa chan, đầy dẫy; nhiều tiền lắm của","tràn ngập, tràn đầy (sông)"
reuse,,dùng lại,sự dùng lại; sự được dùng lại,
longitudinally,,theo chiều dọc,,
dispersal,dis'pə:səl,"sự giải tán, sự phân tán","sự xua tan, sự làm tan tác, sự tan tác","sự rải rác, sự gieo vãi"
psychoanalytic,,(thuộc) phân tâm học,,
microform,,dạng thu nhỏ,,
deciduous,di'sidjuəs,"(động vật học) rụng vào một thời kỳ nhất định (răng sữa, sừng...)",(động vật học) rụng cánh sau khi giao hợp (kiến...),(thực vật học) sớm rụng
transferee,",trænsfə:'ri:",(pháp lý) người được nhượng,,
phenotype,,(sinh vật học) phenotip; kiểu hình,kiểu ngoại cảnh/ hiện tượng,
shrewd,ʃru:d,"khôn, khôn ngoan; sắc, sắc sảo","đau đớn, nhức nhối","buốt, thấu xương (rét)"
forearm,'fɔ:rɑ:m,(giải phẫu) cẳng tay[fɔ:r'ɑ:m],"chuẩn bị vũ khí trước, trang bị trước; chuẩn bị trước (để sãn sàng chiến đấu...)",biết trước là sãn sàng trước
frail,freil,dễ vỡ; mỏng mảnh,"yếu đuối, ẻo lả","nhu nhược, bạc nhược, dễ bị cám dỗ"
dripping,'dripiɳ,"sự chảy nhỏ giọt, sự để chảy nhỏ giọt",mỡ thịt quay,(số nhiều) nước chảy nhỏ giọt; dầu chảy nhỏ giọt
aerobic,,"đói không khí, thiếu không khí",(thuộc)thể dục nhịp điệu,
microbial,mai'kroubiəl,"(thuộc) vi trùng, (thuộc) vi khuẩn",,
timid,'timid,"rụt rè, nhút nhát, bẽn lẽn, e lệ",,
terminus,'tə:minəs,ga cuối cùng; bến cuối cùng,"(từ hiếm,nghĩa hiếm) mục đích cuối cùng; điểm cuối cùng",
erratic,i'rætik,"thất thường, được chăng hay chớ, bạ đâu hay đấy","(y học) chạy, di chuyển (chỗ đau)","(từ hiếm,nghĩa hiếm) lang thang"
synopsis,si'nɔpis,"bảng tóm tắt, bảng toát yếu",,
hydrology,hai'drɔlədʤi,thuỷ học,,
antecedent,",ænti'si:dənt","vật ở trước, vật ở trước, vật đứng trước",(văn học) tiền đề,(toán học) số hạng đứng trước (của một tỷ số)
aforementioned,"ə'fɔ:,menʃnd","đã kể ở trên, đã nói trên, đã kể trước đây",,
freeway,,như motorway,,
infrequent,in'fri:kwənt,"ít xảy ra, hiếm khi xảy ra, không thường xuyên",,
microstructure,,"tổ chức tế vi, cấu tạo vi lượng",cấu trúc vi mô,
intolerance,in'tɔlərəns,"tính không dung thứ, tính không khoan dung; sự không dung thứ, sự không khoan dung (nhất là về tôn giáo)",tính không chịu được (một thứ thuốc nào đó...),
intelligently,,"sáng dạ, thông minh",,
semitic,si'mitik,(thuộc) Xê-mít,hệ ngôn ngữ Xê-mít,
impede,im'pi:d,"làm trở ngại, ngăn cản, cản trở",,
tee,ti:,chữ T,vật hình T,"(thể dục,thể thao) điểm phát bóng (chơi gôn)"
vanadium,və'neidjəm,(hoá học) vanađi,,
peruvian,pə'ru:vjən,(thuộc) Pê-ru,vỏ canh-ki-na,người Pê-ru
disqualification,"dis,kwɔlifi'keiʃn",sự làm cho không đủ tư cách; điều làm cho không đủ tư cách,sự tuyên bố không đủ tư cách,"sự loại ra không cho thi, sự truất quyền dự thi"
steroid,,"<hóa> xteoit (một trong số các hợp chất hữu cơ được sinh ra tự nhiên trong cơ thể, bao gồm những hoocmon và vitamin nào đó)",,
professed,professed,"công khai, không che giấu","tự xưng, tự nhận",(tôn giáo) đã phát nguyện
insecticide,in'sektisaid,thuốc trừ sâu,,
filthy,'filθi,"bẩn thỉu, dơ dáy","tục tĩu, thô tục, ô trọc",
glossy,'glɔsi,"bóng loáng, hào nhoáng, bề ngoài",,
intracellular,",intrə'seljulə","(giải phẫu) trong tế bào, nội bào",,
constipation,",kɔnstə:'neiʃn",(y học) chứng táo bón,,
deterrence,di'terəns,"sự ngăn cản, sự ngăn chặn, sự cản trở","sự làm nản lòng, sự làm nhụt chí, sự làm thoái chí",
embankment,em'bæɳkmənt,đê; đường đắp cao (cho xe lửa...),,
stray,strei,"lạc, bị lạc","rải rác, lác đác, tản mạn","súc vật bị lạc; ngươi bị lạc, trẻ bị lạc"
slater,'sleitə,thợ lợp ngói acđoa,,
portrayal,pɔ:'treiəl,sự vẽ chân dung; bức chân dung,sự miêu tả,
subversive,sʌb'və:siv,có tính chất lật đổ; có tính chất phá vỡ,,
illustrious,i'lʌstreiəs,"có tiếng, nổi tiếng","lừng lẫy, rạng rỡ, vinh quang",
covert,'kʌvət,"che đậy, giấu giếm, vụng trộm","hang ổ (của muông thú); bụi rậm, lùm cây (nơi ẩn náo của muông thú)","(từ Mỹ,nghĩa Mỹ) vải may áo choàng"
cleanliness,,"tính sạch sẽ, tình trạng sạch sẽ",,
frantic,'fræɳtik,"điên cuồng, điên rồ",,
ethnographic,",eθnou'græfik",(thuộc) dân tộc học,,
fungal,'fʌɳgəl,(thuộc) nấm,,
fathoms,'fæðəm,"sải (đơn vị đo chiều sâu, bàng 1, 82 m)",đo chiều sâu (của nước) bằng sải,"(nghĩa bóng) tìm hiểu, thăm dò"
remotely,,(trong các câu phủ định) ở mức rất nhỏ; rất mơ hồ; rất xa,,
excision,ek'siʤn,"sự cắt, sự cắt xén (đoạn sách...)","(sinh vật học); (y học) sự cắt bớt, sự cắt lọc",
attic,'ætik,(thuộc) thành A-ten,"sắc sảo, ý nhị",tiếng A-ten
gymnasium,dʤim'neizjəm,"(thể dục,thể thao) phòng tập thể dục",trường trung học (ở Đức),
deterministic,,xem determinism,,
blond,blɔnd,vàng hoe,,
childbirth,'tʃaildbə:θ,sự sinh đẻ,,
plenary,'pli:nəri,"đầy đủ, nguyên vẹn, hoàn toàn (không hạn chế)",toàn thể,
converge,kən'və:dʤ,(toán học); (vật lý) hội tụ (tia sáng); đồng quy,"cùng kéo về, cùng đổ về (một nơi)",
scalar,'skeilə,(toán học) vô hướng,,
segregated,,"được tách ra, bị cô lập",,
etching,'etʃiɳ,sự khắc axit; thuật khắc axit,bản khắc axit,
modesty,'mɔdisti,"tính khiêm tốn, tính nhún nhường, tính nhũn nhặn","tính thuỳ mị, tính nhu mì, tính e lệ","tính vừa phải, tính phải chăng, tính bình thường, tính giản dị"
anisotropy,",ænai'sɔtrəpi",(vật lý) tính không đẳng hướng,,
convoy,'kɔnvɔi,"sự hộ tống, sự hộ vệ","đoàn hộ tống, đoàn hộ vệ; đoàn được hộ tống","hộ tống, hộ vệ"
biennial,bai'eniəl,lâu hai năm,hai năm một lần,cây hai năm
appropriateness,ə'proupriitnis,"sự thích hợp, sự thích đáng",,
militant,'militənt,chiến đấu,"người chiến đấu, chiến sĩ",
hum,hʌm,(từ lóng) (như) humbug,"tiếng vo ve, tiếng o o (sâu bọ...); tiếng kêu rền (máy)","tiếng ầm ừ, lời nói ậm à ậm ừ, lời nói ấp úng"
annihilation,"ə,naiə'leiʃn","sự tiêu diệt, sự tiêu huỷ, sự huỷ diệt, sự thủ tiêu","(thần thoại,thần học) sự huỷ diệt (về linh hồn và thể xác)",
parametric,",pærə'metrik","(toán học) (thuộc) thông số, (thuộc) tham số, (thuộc) tham biến",,
caterpillar,'kætəpilə,sâu bướm,(kỹ thuật) dây xích; xe dây xích,(nghĩa bóng) người tham tàn; quân hút máu hút mủ
hereunder,hiər'ʌndə,dưới đây,,
rearrangement,'ri:ə'reindʤmənt,"sự sắp xếp lại, sự bố trí lại, sự sắp đặt lại",,
sideways,'saidweiz,"qua một bên, về một bên",,
fallacy,'fæləsi,ảo tưởng; sự sai lầm; ý kiến sai lầm,nguỵ biện; thuyết nguỵ biện,"tính chất dối trá, tính chất lừa dối, tính chất trá nguỵ"
cynical,'sinik,(Cynic) (triết học) nhà khuyến nho,"người hoài nghi, người yếm thế","người hay chỉ trích cay độc; người hay nhạo báng, người hay giễu cợt"
discontinuity,"'dis,kɔnti'nju:iti","tính không liên tục, tính gián đoạn",(vật lý); (toán học) điểm gián đoạn,
argentine,'ɑ:dʤəntain,(thuộc) bạc; bằng bạc,"chất giống bạc, kim loại mạ bạc",(động vật học) cá quế bạc
hew,hju:,"chặt, đốn, đẽo; bổ",,
narration,næ'reiʃn,"sự kể chuyện, sự tường thuật, sự thuật lại","chuyện kể, bài tường thuật",
fro,frou,to and fro đi đi lại lại,,
elliptical,i'liptikəl,(toán học) (như) elliptic,(ngôn ngữ học) tĩnh lược,
monastic,mə'næstik,(thuộc) tu viện,(thuộc) phong thái thầy tu,
evade,i'veid,"tránh, tránh khỏi (sự tấn công, sự lùng bắt, âm mưu, đòn, địch, vật chướng ngại...)","lảng tránh, lẩn tránh (nhiệm vụ, câu hỏi...); lẩn trốn (pháp luật, thuế má...)",vượt quá (sự hiểu biết...)
revolver,ri'vɔlvə,súng lục ổ quay,(kỹ thuật) tang quay,chính sách đe doạ đánh thuế nhập nặng (để trả đũa một nước nào)
logarithmic,",lɔgə'riθmik",(thuộc) loga,,
maneuver,mə'nu:və,"(từ Mỹ,nghĩa Mỹ) (như) manoeuvre",,
whitish,'waiti,hi trắng,,
lubricant,'lu:brikənt,"chất bôi trơn, dầu nhờn",,
savior,'seivjə,"(từ Mỹ,nghĩa Mỹ) (như) saviour",,
expend,iks'pend,"tiêu, tiêu dùng (tiền...)","dùng hết, dùng cạn",
extrinsic,eks'trinsik,"nằm ở ngoài, ngoài","tác động từ ngoài vào, ngoại lai","không (phải) bản chất, không cố hữu"
retrospective,",retrou'spektiv","hồi tưởng quá khứ, nhìn lại dĩ vãng",(pháp lý) có hiệu lực trở về trước (đạo luật),"ngó lại sau, nhìn lại sau (cái nhìn)"
underway,,đang trên đường đi; đang vận động,đang thực hiện,
ineligible,in'elidʤəbl,"không đủ tư cách, không đủ tiêu chuẩn; không đủ khả năng; không đạt tiêu chuẩn tòng quân","người không đủ tư cách, người không đủ tiêu chuẩn; người không đủ khả năng",
obstetrics,ɔb'stetriks,(y học) khoa sản,,
osmotic,ɔz'mɔtik,"(vật lý),  (sinh vật học); (hoá học) thấm lọc",,
tuberculous,tju:'bə:kjuləs,mắc bệnh lao; có tính chất lao,,
hearsay,'hiəsei,"tin đồn, lời đồn","dựa vào tin đồn, do nghe đồn",
emblem,'embləm,"cái tượng trưng, cái biểu tượng",người điển hình,hình vẽ trên huy hiệu
narcotic,nɑ:'kɔtik,làm mơ mơ màng màng,(thuộc) thuốc mê; gây mê,(thuộc) thuốc ngủ; gây ngủ
resilient,ri'ziliənt,"bật nảy; co giân, đàn hồi","sôi nổi; không hay chán nản, không hay nản lòng",có khả năng phục hồi nhanh sức mạnh (thể chất hoặc tinh thần); có sức bật
inelastic,",ini'læstik","không co dân, không đàn hồi","không mềm dẻo, khó thích nghi",(kinh tế) phản ứng chậm đối với những sự thay đổi (thị trường...)
throttle,'θrɔtl,"hầu, họng","(kỹ thuật) van tiết lưu, van bướm ((cũng) throttle-valve)",mở hết ga (ô tô)
ere,eə,"(từ cổ,nghĩa cổ),  (thơ ca) trước","(từ cổ,nghĩa cổ),  (thơ ca) trước khi",
adultery,ə'dʌltəri,"tội ngoại tình, tội thông dâm",,
takeover,,(Econ) Thu mua.,,
decomposed,,phân hủy; tách rời,,
prep,prep,"(ngôn ngữ nhà trường),  (từ lóng) sự soạn bài; bài soạn",trường dự bị,
forefront,'fɔ:frʌnt,hàng đầu ((nghĩa đen) & (nghĩa bóng)),mặt trước (nhà),
crucible,'kru:sibl,nồi nấu kim loại,"(nghĩa bóng) cuộc thử thách gắt gao, lò thử thách",
equatorial,",ekwə'tɔ:riəl",(thuộc) xích đạo; gần xích đạo,(vật lý) kính xích đạo,
appalling,ə'pɔ:liɳ,"làm kinh hoảng, làm kinh sợ, làm kinh hãi, làm thất kinh; kinh khủng",,
torsion,'tɔ:ʃn,"sự xe, sự vặn, sự xoắn",,
assortment,ə'sɔ:tmənt,"sự phân hạng, sự phân loại, sự sắp xếp thành loại",mặt hàng sắp xếp thành loại,sự làm cho hợp nhau
caustic,'kɔ:stik,(hoá học) ăn da (chất hoá học),"châm chọc, châm biếm; cay độc, chua cay",(toán học) tụ quang
