word,pronunciation,meaning1,meaning2,meaning3
admit,əd'mit,"nhận vào, cho vào; kết nạp (vào nơi nào, tổ chức nào...); cho hưởng (quyền lợi...)","chứa được, nhận được, có đủ chỗ cho","nhận, thừa nhận; thú nhận"
chemicals,'kemikəlz,"hoá chất, chất hoá học",,
chart,tʃɑ:t,"(hàng hải) bản đồ đi biển, hải đồ",bản đồ,"đồ thị, biểu đồ"
heavily,'hevili,"nặng, nặng nề ((nghĩa đen) & (nghĩa bóng))",,
dealt,di:l,"gỗ tùng, gỗ thông",tấm ván cây,số lượng
belt,belt,"dây lưng, thắt lưng",dây đai (đeo gươm...),dây curoa
creative,kri:'eitiv,sáng tạo,,
filing,'failiɳ,sự giũa,(số nhiều) mạt giũa,
manage,'mænidʤ,"quản lý, trông nom","chế ngự, kiềm chế; điều khiển, sai khiến, dạy dỗ, dạy bảo","thoát khỏi, gỡ khỏi; xoay xở được, giải quyết được"
argue,'ɑ:gju:,"chứng tỏ, chỉ rõ","tranh cãi, tranh luận","cãi lẽ, lấy lý lẽ để bảo vệ; tìm lý lẽ để chứng minh"
lights,'laits,"phổi súc vật (cừu, lợn...) (dùng làm thức ăn cho chó, mèo...)",,
liabilities,,(Econ) Nợ.,,
preferred,pri'fə:d,"được thích hơn, được ưa hơn","được ưu đâi, được ưu tiên",
replace,ri'pleis,thay thế,đặt lại chỗ cũ,
storm,stɔ:m,"dông tố, cơn bão",thời kỳ sóng gió (trong đời người),"trận mưa (đạn, bom...), trận"
custom,'kʌstəm,"phong tục, tục lệ",(pháp lý) luật pháp theo tục lệ,"sự quen mua hàng, sự làm khách hàng; khách hàng, bạn hàng, mối hàng"
landscape,'lænskeip,phong cảnh,làm đẹp phong cảnh,làm nghề xây dựng vườn hoa và công viên
drop,drɔp,"giọt (nước, máu, thuốc...)","hớp nhỏ rượu mạnh, ly nhỏ rượu mạnh, chút xíu rượu mạnh","kẹo viên, viên (bạc hà...)"
enormous,,"to lớn, khổng lồ",<cổ> tàn ác,
lawyer,'lɔ:jə,luật sư,luật gia,
missing,'misiɳ,"vắng, thiếu, khuyết, mất tích, thất lạc",the missing (quân sự) những người mất tích,
symbol,'simbəl,vật tượng trưng,ký hiệu,"(từ hiếm,nghĩa hiếm) biểu hiện, tượng trưng"
consist,kən'sist,(+ of) gồm có,"(+ in) cốt ở, cốt tại, ở chỗ",(+ with) phù hợp
returning,,sự điều hướng lại,,
satisfy,'sætisfai,"làm thoả mãn, làm vừa lòng, đáp ứng (được yêu cầu, điều kiện...)","dạng bị động thoả mãn, hài lòng (với thành tích...)",trả (nợ); làm tròn (nhiệm vụ); chuộc (tội)
imagination,"i,mædʤi'neiʃn","sức tưởng tượng, trí tưởng tượng; sự tưởng tượng",điều tưởng tượng,khả năng hư cấu (trong văn học)
petitioner,pi'tiʃnə,"người cầu xin, người thỉnh cầu; người kiến nghị",(pháp lý) người đệ đơn,
fiction,'fikʃn,"điều hư cấu, điều tưởng tượng",tiểu thuyết,
precise,pri'sais,"đúng, chính xác","tỉ mỉ, kỹ tính, nghiêm ngặt, câu nệ (người...)",
crowd,kraud,đám đông,(the crowd) quần chúng,"(thông tục) bọn, lũ, nhóm, tụi, cánh"
heading,'hediɳ,đề mục nhỏ; tiêu đề,(ngành mỏ) lò ngang,"(thể dục,thể thao) cú đánh đầu (bóng đá)"
tip,tip,"đầu, mút, đỉnh, chóp","đầu bịt (của gậy, điếu thuốc lá...)",bút để thếp vàng
max,,(viết tắt) tối đa,,
handling,,"cách trình bày, diễn xuất (tác phẩm (sân khấu))",tội chứa chấp hàng ăn cắp,quá trình tiến hành công việc mua bán (đóng gói đưa lên tàu cho người tiêu thụ)
shut,ʃʌt,"đóng, khép, đậy, nút, nhắm, gập, ngậm","kẹp, chẹt",kéo (cửa) xuống; đóng cửa (nhà máy)
worst,wə:st,"xấu nhất, tồi nhất, tệ nhất",độc ác nhất,nghiêm trọng nhất
somewhere,'sʌmweə,ở một nơi nào đó,"khoảng, chừng",
pride,praid,"sự kiêu hãnh, sự hãnh diện; niềm kiêu hãnh, niềm hãnh diện, tính tự cao, tính tự phụ, tính kiêu căng",lòng tự trọng ((cũng) proper pride); lòng tự hào về công việc của mình,"độ đẹp nhất, độ rực rỡ nhất, độ chín muồi, độ phát triển nhất"
performing,pə'fɔ:miɳ,"biểu diễn, làm xiếc, làm trò vui (chỉ dùng cho thú vật)",,
violent,'vaiələnt,"mạnh mẽ, dữ dội, mãnh liệt","hung tợn, hung bạo","kịch liệt, quá khích, quá đáng"
convenient,kən'vi:njənt,"tiện lợi, thuận lợi; thích hợp",,
appreciate,ə'pri:ʃieit,đánh giá,"đánh giá đúng, đánh giá cao, hiểu rõ giá trị","(từ Mỹ,nghĩa Mỹ) thấy rõ, nhận thức; sâu sắc"
mistake,mis'teik,"lỗi, sai lầm, lỗi lầm",(thông tục) không còn nghi ngờ gì nữa,"phạm sai lầm, phạm lỗi"
slave,sleiv,người nô lệ (đen & bóng),"người làm việc đầu tắt mặt tối, thân trâu ngựa",người bỉ ổi
nobody,'noubədi,"không ai, không người nào","người vô giá trị, người vô dụng, người bất tài, người tầm thường",
reveal,ri'vi:l,"để lộ, tỏ ra, biểu lộ; bộc lộ, tiết lộ (điều bí mật)","phát giác, khám phá (vật bị giấu...)",
cutting,'kʌtiɳ,"sự cắt, sự thái, sự xẻo (thịt...), sự xén (giấy...), sự chặt (cây...), sự đào (mương...), sự đục (đá...)","đường hào, đường nhỏ xuyên qua rừng; đường xẻ xuyên qua núi đồi",cành giâm
rating,'reitiɳ,sự đánh giá (tài sản để đánh thuế),mức thuế (địa phương),"việc xếp loại; loại (ô tô, thuyền buồm đua, tàu chiến, được xếp theo mã lực, trọng tải...)"
aged,'eidʤid,làm cho già đi,già đi,
automatically,,tự động,,
shot,ʃɔt,sự trả tiền; phiếu tính tiền (ở quán rượu...),phần đóng góp,"đạn, viên đạn"
progressive,progressive,"tiến lên, tiến tới",tiến bộ,"luỹ tiến; tăng dần lên; tăng không ngừng, phát triển không ngừng"
anyway,'enihau,"thế nào cũng được, cách nào cũng được","dầu sao chăng nữa, dù thế nào đi nữa","đại khái, qua loa, tuỳ tiện, được chăng hay chớ; cẩu thả, lộn xộn, lung tung"
stomach,'stʌmək,dạy dày,bụng,"sự đói, sự thèm ăn"
castle,'kɑ:sl,"thành trì, thành quách",lâu dài,(đánh cờ) quân cờ thấp
sampling,,sự lấy mẫu,,
weekly,'wi:kli,kéo dài một tuần,hằng tuần,báo hằng tuần
wooden,'wudn,bằng gỗ,"(nghĩa bóng) cứng đờ; đờ đẫn; vụng, lúng túng",người ngu độn
surprised,,(+at) ngạc nhiên,,
sake,seik,"mục đích, lợi ích",,
destroy,dis'trɔi,"phá, phá hoại, phá huỷ, tàn phá, tiêu diệt","làm mất hiệu lực, triệt phá",
default,di'fɔ:lt,"sự thiếu, sự không có, sự không đủ",(pháp lý) sự vắng mặt (không ra hầu toà),"(thể dục,thể thao) sự bỏ cuộc"
string,striɳ,"dây, băng, dải",thớ (thịt...); xơ (đậu...),dây đàn
illegal,i'li:gəl,"không hợp pháp, trái luật",,
throw,θrou,"sự ném, sự vứt, sự quăng, sự liệng",khoảng ném xa,"(thể dục,thể thao) sự vật ngã, sự quăng xuống đất"
raising,,sự đưa lên,sự chăn nuôi; nghề chăn nuôi,sự nổi lên (khỏi nước)
happiness,'hæpinis,"sự sung sướng, hạnh phúc",câu nói khéo chọn; thành ngữ khéo chọn; từ dùng rất đắt,"(từ cổ,nghĩa cổ) sự may mắn"
exhibition,",eksi'biʃn",cuộc triển lãm cuộc trưng bày,"sự phô bày, sự trưng bày","sự bày tỏ, sự biểu lộ"
discover,dis'kʌvə,"khám phá ra, tìm ra, phát hiện ra, nhận ra","để lộ ra, bộc lộ ra, phơi bày ra",
anywhere,'eniweə,"bất kỳ chỗ nào, bất cứ nơi đâu",,
cried,krai,"tiếng kêu, tiêng la, tiếng hò hét, tiếng hò reo (vì đau đớn, sợ, mừng rỡ...)",tiếng rao hàng ngoài phố,"lời hô, lời kêu gọi"
headed,'hedid,có ghi ở đầu (trang giấy...),,
essay,'esei,sự làm thử; sự làm cố gắng,bài tiểu luận,thử làm; cố làm (gì...)
crossed,,chéo,,
handled,,có cán (dùng trong tính từ ghép),,
buried,,"(Tech) chôn, ngầm (dưới đất)",,
reactor,ri:'æktə,lò phản ứng,,
prefer,pri'fə:,"thích hơn, ưa hơn","đề bạt, thăng cấp (ai vào một chức vị nào)","đưa ra, trình"
bases,'beisis,"nền tảng, cơ sở",căn cứ (quân sự),
desert,di'zə:t,"công lao, giá trị","sự xứng đáng, sự đáng (khen thưởng, trừng phạt...)",những người xứng đáng
instant,'instənt,"lúc, chốc lát","(từ Mỹ,nghĩa Mỹ),  (thông tục) đồ ăn uống dùng ngay được","xảy ra ngay lập tức, sắp xảy ra"
unnecessary,ʌn'nesisəri,"không cần thiết, thừa, vô ích",,
advised,əd'vaizd,"am hiểu, hiểu biết","đúng, đúng đắn, chí lý",có suy nghĩ thận trọng
thrown,θrou,"sự ném, sự vứt, sự quăng, sự liệng",khoảng ném xa,"(thể dục,thể thao) sự vật ngã, sự quăng xuống đất"
mobile,'moubail,"chuyển động, di động; lưu động","hay thay đổi, dễ biến đổi, biến đổi nhanh",
favour,'feivə,thiện ý; sự quý mến,"sự đồng ý, sự thuận ý",sự chiếu cố; sự thiên vị; ân huệ; đặc ân
brand,brænd,nhãn (hàng hoá),loại hàng,dấu sắt nung (đóng vào vai tội nhân); vết dấu sắt nung
armed,ɑ:md,vũ trang,,
pan,pæn - pɑ:n,pɑ:n/,"(thần thoại,thần học) thần đồng quê",ông Tạo
elderly,'eldəli,sắp già,,
friendship,'frendʃip,"tình bạn, tình hữu nghị",,
apartment,ə'pɑ:tmənt,"căn phòng, buồng",(số nhiều) (Mỹ số ít) dãy buồng ở một tầng (cho một gia đình),
offering,'ɔfəriɳ,"sự biếu, sự tặng, sự dâng, sự hiến, sự cúng, sự tiến","đồ biếu, đồ tặng, lễ vật, đồ cúng, đồ tiến",sự đề nghị
directory,di'rektəri,"chỉ bảo, chỉ dẫn, hướng dẫn, huấn thị","sách chỉ dẫn, sách hướng dẫn",số hộ khẩu (trong một vùng)
tied,,cho ai thuê với điều kiện người đó làm việc cho chủ nhà (về một ngôi nhà),,
battery,'bætəri,(quân sự) khẩu đội (pháo),"(điện học) bộ pin, ắc quy",bộ
dam,dæm,(động vật học) vật mẹ,ma quỷ,đập (ngăn nước)
roughly,'rʌfli,"ráp, xù xì, gồ ghề, không bằng phẳng, bờm xờm, lởm chởm","dữ dội, mạnh mẽ","thô lỗ, thô bạo, sống sượng, lỗ mãng, cộc cằn"
beer,bi:n,rượu bia,ngà ngà say,"những cái thú vị, những trò giải trí vui chơi"
fought,fait,"sự đấu tranh, sự chiến đấu; trận đánh, cuộc chiến đấu","(nghĩa bóng) sự mâu thuẫn, sự lục đục","khả năng chiến đấu; tính hiếu chiến, máu hăng"
shadow,'ʃædou,"bóng, bóng tối, bóng râm, bóng mát",bóng (của bức tranh); chỗ tối (trong gian phòng...),"hình bóng; (bóng) bạn nối khố, bạn thân, người theo sát như hình với bóng, người đi theo không rời bước"
pull,pul,"sự lôi, sự kéo, sự giật; cái kéo, cái giật","sự kéo, sức đẩy, sự hút","nút kéo, nút giật (ngăn kéo, chuông...)"
touched,tʌtʃt,"bối rối, xúc động","điên điên, gàn gàn, hâm hâm",
stuff,stʌf,"chất, chất liệu; thứ, món",(the stuff) (thông tục) tiền nong; gỗ lạt; đạn,vải len
gallery,'gæləri,phòng trưng bày tranh tượng,"nhà cầu, hành lang","phòng dài (tập bắn, chơi bóng gỗ...)"
pleasant,'pleznt,"vui vẻ, dễ thương (người...)","dễ chịu, thú vị, làm thích ý, vừa ý, đẹp hay, vui, êm đềm, dịu dàng","(từ cổ,nghĩa cổ) hay vui đùa, hay pha trò, hay khôi hài"
stepped,stept,có bậc,,
placing,,(Econ) Nghiệp vụ bày bán.,,
campus,'kæmpəs,"(từ Mỹ,nghĩa Mỹ) khu sân bãi (của các trường trung học, đại học)",khu trường sở,
drove,drouv,đàn (vật nuôi đang được chăn dắt đi),đám đông; đoàn người đang đi,(kỹ thuật) cái đục (của thợ nề) ((cũng) drove chisel)
checked,tʃekt,"kẻ ô vuông, kẻ ca rô",,
reproduction,",ri:prə'dʌkʃn",sự tái sản xuất,sự sinh sôi nẩy nở; sự sinh sản,"sự sao chép, sự sao lại, sự mô phỏng; bản (bức tranh, bài văn...) sao chép; bản (bức tranh, bài văn...) mô phỏng"
sending,,"sự gửi, sự phát","sự phát sóng, sự phát tín hiệu",
lesser,'lesə,"nhỏ hơn, bé hơn, ít hơn",,
survive,sə'vaivə,sống lâu hơn,"sống qua, qua khỏi được","sống sót, còn lại, tồn tại"
voting,'voutiɳ,"sự bỏ phiếu, sự bầu cử, sự biểu quyết",,
dried,,khô; sấy khô,dried milk,sữa bột
inside,'in'said,"mặt trong, phía trong, phần trong, bên trong",phần giữa,"(thông tục) lòng, ruột"
intelligent,in'telidʤənt,"thông minh, sáng dạ",nhanh trí,biết
correctly,,"đúng cách thức, phù hợp","đúng đắn, nghiêm chỉnh",
wonder,'wʌndə,"vật kỳ diệu, kỳ quan, vật phi thường; điều kỳ lạ, điều kỳ diệu; kỳ công","người kỳ diệu, thần đồng","sự ngạc nhiên, sự kinh ngạc"
pro,pro,(viết tắt) của professionaln đấu thủ nhà nghề,,
container,kən'teinə,"cái đựng, cái chứa (chai, lọ, bình, thành, hộp...)","(thương nghiệp) thùng đựng hàng, hộp đựng hàng",(kỹ thuật) côngtenơ
flour,flour,"bột, bột mì",rắc bột (mì),"(từ Mỹ,nghĩa Mỹ) xay thành bột"
authorization,",ɔ:θərai'zeiʃn","sự cho quyền, sự cho phép","uỷ quyền, quyền được cho phép",
anxious,'æɳkʃəs,"áy náy, lo âu, lo lắng, băn khoăn","ước ao, khao khát; khắc khoải","đáng lo ngại, nguy ngập"
explore,iks'plɔ:,"thăm dò, thám hiểm",(y học) thông dò,khảo sát tỉ mỉ
golden,'gouldən,bằng vàng,"có vàng, nhiều vàng",có màu vàng
coupled,,(Tech) bị ghép,,
fortune,'fɔ:tʃn,vận may; sự may mắn,"thần vận mệnh, thần tài; vận, vận mệnh","sự giàu có, sự thịnh vượng; của cải, cơ đồ"
loose,lu:s,"lỏng, không chặt, chùng, không căng, không khít, rời ra, lung lay, long ra, lòng thòng","rộng lùng thùng, lùng nhùng (quần áo)","xốp, mềm, dễ cày, dễ làm tơi (đất)"
hero,'hiərou,người anh hùng,nhân vật nam chính (trong một tác phẩm văn học),
forever,fə'revə,"mãi mãi, vĩnh viễn",,
handed,,có bàn tay (dùng trong tính từ ghép),thuận tay (dùng trong tính từ ghép),bằng tay (dùng trong tính từ ghép)
suite,swi:t,"dãy, bộ",đoàn tuỳ tùng,(âm nhạc) tổ khúc
photograph,'foutəgrɑ:f,"ảnh, bức ảnh","chụp ảnh (ai, cái gì)",chụp ảnh
dying,'daiiɳ,sự chết,chết; hấp hối,thốt ra lúc chết
entertainment,",entə'teinmənt",sự tiếp đãi; sự chiêu đãi; buổi chiêu đãi,"sự giải trí, sự tiêu khiển, sự vui chơi; cuộc biểu diễn văn nghệ","sự nuôi dưỡng, sự ấp ủ (ảo tưởng, hy vọng, nghi ngờ, quan điểm...)"
surprising,sə'praiziɳ,"làm ngạc nhiên, làm kinh ngạc",,
losing,'lu:ziɳ,"nhất định thua, nhất định thất bại, không hòng thắng",,
succession,sək'seʃn,sự kế tiếp; sự liên tiếp,"sự nối ngôi, sự kế vị; quyền kế vị","sự thừa kế, sự ăn thừa tự"
retired,ri'taiəd,"ẩn dật, xa lánh mọi người","hẻo lánh, ít người qua lại","đã về hưu; đã thôi (làm việc, buôn bán, kinh doanh...)"
portrait,'pɔ:trit,"chân dung, ảnh","hình tượng, điển hình",sự miêu tả sinh động
lamp,læmp,đèn,"mặt trời, mặt trăng, sao","nguồn ánh sáng (tinh thần...), nguồn hy vọng"
mood,mu:d,"(ngôn ngữ học) lối, thức",(âm nhạc) điệu,"tâm trạng; tính khí, tâm tính, tính tình"
expert,'ekspə:t,"(+ at,  in) chuyên môn, thành thạo, thông thạo, lão luyện",của nhà chuyên môn; về mặt chuyên môn,"nhà chuyên môn, chuyên gia, chuyên viên"
ruled,,kẻ,,
convenience,kən'vi:njəns,"sự tiện lợi, sự thuận lợi; sự thích hợp","đồ dùng, các thứ tiện nghi","lợi ích vật chất, điều lợi"
forum,'fɔ:rəm,diễn đàn ((nghĩa đen) & (nghĩa bóng)),toà án,"(từ cổ,nghĩa cổ) (La mã) chợ, nơi công cộng; chỗ hội họp"
shaped,ʃeipt,"có hình, có hình dạng (cái gì)","có khuôn, theo khuôn, theo mẫu",
concentrated,'kɔnsentreitid,tập trung,(hoá học) cô đặc,
somebody,'sʌmbədi,"một người nào đó, có người ((cũng) someone)",(số nhiều somebodies) ông này ông nọ,
activation,",ækti'veiʃn",sự hoạt hoá,sự làm phóng xạ,
succeed,sək'si:d,"kế tiếp, tiếp theo","kế nghiệp; nối ngôi, kế vị",thành công
insured,in'ʃuəd,người được bảo hiểm,,
threw,θrou,"sự ném, sự vứt, sự quăng, sự liệng",khoảng ném xa,"(thể dục,thể thao) sự vật ngã, sự quăng xuống đất"
unfair,'ʌn'feə,"bất công, không công bằng, thiên vị (người); không ngay thẳng, không đúng đắn; gian tà, gian lận","quá chừng, quá mức, thái quá",
physically,,về thân thể; theo luật tự nhiên,,
worry,'wʌri,sự lo lắng; điều lo nghĩ,"sự quấy rầy; điều làm phiền, điều khó chịu",sự nhạy (của chó săn)
pursue,pə'sju:,"theo, đuổi theo, đuổi bắt, truy nã, truy kích","(nghĩa bóng) đeo đẳng, cứ bám lấy dai dẳng","theo, đi theo, theo đuổi, đeo đuổi, tiếp tục, thực hiện đến cùng"
breaking,,"(Tech) cắt, ngắt (d)",,
ruling,'ru:liɳ,"sự cai trị, sự trị vì, sự thống trị; sự chỉ huy, sự điều khiển",sự quyết định (của quan toà...),sự kẻ (giấy)
marry,'mæri,"cưới (vợ), lấy (chồng)","lấy vợ cho, lấy chồng cho, gả, làm lễ cưới cho ở nhà thờ",(nghĩa bóng) kết hợp chặt chẽ
honour,'ɔnə,"danh dự, danh giá, thanh danh","vinh dự, niềm vinh dự; người làm rạng danh",lòng tôn kính; sự kính trọng
badly,'bædli,"xấu, tồi, dở, bậy",ác,"nặng trầm trọng, nguy ngập"
invention,in'venʃn,"sự phát minh, sự sáng chế; vật phát minh, vật sáng chế; sáng kiến","tài phát minh, tài sáng chế; óc sáng tạo",sự sáng tác; vật sáng tác
quietly,'kwiətli,"yên lặng, yên tĩnh, êm ả","yên ổn, thanh bình, thanh thản",
brilliant,'briljənt,"sáng chói, chói loà; rực rỡ","tài giỏi, lỗi lạc",hạt kim cương nhiều mặt
feeding,'fi:diɳ,sự cho ăn; sự nuôi lớn,sự bồi dưỡng,sự cung cấp (chất liệu cho máy)
uncertain,ʌn'sə:tn,"không chắc, còn ngờ","hay thay đổi, không kiên định",không đáng tin cậy
corrected,,"đã sửa (chữa), đã hiệu đính",,
failing,'feiliɳ,sự thiếu,sự không làm tròn (nhiệm vụ),"sự suy nhược, sự suy yếu"
traveling,,sự du lịch; cuộc du lịch,"sự dời chỗ, sự di chuyển",<điện ảnh> sự quay phim trên giá trượt
consistently,kən'sistəntli,"(+ with) phù hợp với, thích hợp với","kiên định, trước sau như một",
harmony,'hɑ:məni,"sự hài hoà, sự cân đối","sự hoà thuận, sự hoà hợp",(âm nhạc) hoà âm
targets,,(Econ) Mục tiêu (định lượng).,,
locally,'loukəli,"với tính chất địa phương, cục bộ",,
communicate,kə'mju:nikeit,"truyền; truyền đạt, thông tri",(tôn giáo) ban thánh thể (cho ai),chia sẻ
spots,spɔts,hàng bán trả tiền ngay,,
mystery,'mistəri,"điều huyền bí, điều thần bí","bí mật, điều bí ẩn","(số nhiều) (tôn giáo) nghi lễ bí truyền, nghi thức bí truyền"
bench,bentʃ,ghế dài,"bàn (của thợ mộc, thợ đóng giày)",ghế ngồi của quan toà; toà án
confused,kən'fju:zd,"lẫn lộn, lộn xộn, rối rắm",mơ hồ,"bối rối, ngượng"
delayed,,bị chậm,,
pointing,'pɔintiɳ,"sự chỉ, sự trỏ","sự đánh dấu chấm, sự chấm (câu...)",sự trét vữa vào kẽ gạch
gentle,'dʤentl,"hiền lành, dịu dàng, hoà nhã; nhẹ nhàng; thoai thoải","(thuộc) dòng dõi trâm anh, (thuộc) gia đình quyền quý","(từ cổ,nghĩa cổ) lịch thiệp, lịch sự; cao quý"
formulation,",fɔ:mju'leiʃn",sự làm thành công thức; sự đưa vào một công thức,"sự trình bày rõ ràng chính xác, phát biểu có hệ thống (ý kiến...)",
creditors,,(Econ) Các chủ nợ.,,
overview,,"sự khái quát; miêu tả chung, ngắn gọn",,
grateful,'greitful,biết ơn,"dễ chịu, khoan khoái",
prediction,pri'dikʃn,"sự nói trước; sự đoán trước, sự dự đoán","lời nói trước; lời đoán trước, lời dự đoán, lời tiên tri",
cleared,,đã phát quang,,
peaceful,'pi:sful,"hoà bình, thái bình","yên ổn, thanh bình",yên lặng
romantic,rə'mæntik,"(thuộc) tiểu thuyết, như tiểu thuyết; mơ mộng, xa thực tế, lãng mạng","viển vông, hão huyền, không thực tế, ảo tưởng (kế hoạch...)","người lãng mạn; nhà thơ lãng mạng, nhà văn lãng mạng"
meter,'mi:tə,cái đo; cái đòng hồ đo; người đo ((thường) trong từ ghép),"(từ Mỹ,nghĩa Mỹ) (như) metre",
plenty,'plenti,"sự sung túc, sự phong phú, sự dồi dào, sự có nhiều",sừng dê kết hoa quả (tượng trưng cho sự phong phú),"(thông tục) hoàn toàn, rất lắm"
distinctive,dis'tiɳktiv,đặc biệt; để phân biệt,,
wedding,'wedi,lễ cưới,,
affair,ə'feə,việc,"(số nhiều) công việc, việc làm, sự vụ","chuyện tình, chuyện yêu đương"
borne,beə,"mang, cầm, vác, đội, đeo, ôm","chịu, chịu đựng","sinh, sinh sản, sinh lợi"
locality,lou'kæliti,"vùng, nơi, chỗ, địa phương",vị trí; trụ sở,phương hướng; phép định hướng
designation,",ddezig'neiʃn","sự chỉ rõ, sự định rõ","sự chọn lựa, sự chỉ định, sự bổ nhiệm","sự gọi tên, sự mệnh danh"
managing,",mænidʤiɳ","trông nom, quản lý","khéo trông nom, quản lý giỏi, kinh doanh giỏi","cẩn thận, tiết kiệm"
claimant,'keimənt,"người đòi, người yêu sách; người thỉnh cầu","(pháp lý) nguyên đơn, người đứng kiện",
adjust,ə'dʤʌst,"sửa lại cho đúng, điều chỉnh",lắp (các bộ phận cho ăn khớp),"chỉnh lý, làm cho thích hợp"
basically,'beisikəli,"cơ bản, về cơ bản",,
predict,pri'dikt,"nói trước; đoán trước, dự đoán",,
controller,kən'troulə,"người kiểm tra, người kiểm soát","quản gia, quản lý, trưởng ban quản trị (bệnh viện, trường học, doanh trại quân đội...) ((cũng) comptroller)","(kỹ thuật) bộ điều chỉnh (nhiệt độ, áp lực, tốc độ của máy...)"
shipment,'ʃipmənt,sự xếp (hàng) xuống tàu,hàng hoá trên tàu,sự gửi hàng bằng đường biển
commons,'kɔmənz,"dân chúng, những người bình dân",đồ ăn ăn chung; bàn ăn chung,khẩu phần ăn hằng ngày theo giá qui định (đại học Ôc-phớt và Căm-brít)
gather,'gæðə,"tập hợp, tụ họp lại","hái, lượm, thu thập","lấy, lấy lại"
honey,'hʌni,mật ong; mật (của một vài loài sâu bọ khác),"(nghĩa bóng) sự dịu dàng, sự ngọt ngào","mình yêu quý, anh yêu quý, em yêu quý, con yêu quý"
bears,,(Econ) Người đầu cơ giá xuống.,,
insure,in'ʃuə,"bảo hiểm (tài sản, tính mệnh)","đảm bảo, làm cho chắc chắn)",ký hợp đồng bảo hiểm
suited,,"(+for/to) hợp, phù hợp, thích hợp (với ai/cái gì)",(tạo thành các tính từ ghép) mặc,
earn,ə:n,"kiếm được (tiền...); giành được (phần thưởng, sự khen ngợi...)",,
atom,'ætəm,nguyên tử,"(thông tục) mảnh đất nhỏ, vật nhỏ, tý, chút xíu",(định ngữ) (thuộc) nguyên tử
blow,blou,cú đánh đòn,"tai hoạ, điều gây xúc động mạnh, cú choáng người",chống lại
paths,,như path,,
drilling,,việc gieo mạ theo hàng,việc khoan lỗ,
lock,lɔk,"món tóc, mớ tóc; mớ bông, mớ len","(số nhiều) mái tóc, tóc",khoá
publish,'pʌbliʃ,công bố; ban bố (sắc lệnh...),xuất bản (sách...),
unlawful,'ʌn'lɔ:ful,"không hợp pháp, phi pháp, bất chính",,
advise,əd'vaiz,"khuyên, khuyên bảo, răn bảo",(thương nghiệp) báo cho biết,hỏi ý kiến
differently,'difrəntli,"khác, khác nhau, khác biệt",,
magic,'mædʤik,"ma thuật, yêu thuật",ma lực,"phép kỳ diệu, phép thần thông"
patents,,(Econ) Bằng sáng chế.,,
classic,'klæsik,kinh điển,viết bằng thể văn kinh điển,cổ điển không mới (kiểu ăn mặc)
accepting,,(Tech) nhận tin (đầu cuối),,
talent,'tælənt,"tài, tài ba, tài năng, tài cán","người có tài, nhân tài","khiếu, năng khiếu"
sharing,,"sự phân chia, sự phân bổ",,
successor,sək'sesə,người nối nghiệp; người nối ngôi; người thừa tự,,
insect,'insekt,"(động vật học) sâu bọ, côn trùng","(nghĩa bóng) đồ nhãi nhép, đồ sâu bọ, đồ giun dế",
wanting,'wɔntiɳ,"(+ in) thiếu, không có","(thông tục) ngu, đần","thiếu, không có"
rope,roup,"dây thừng, dây chão",(số nhiều) (the ropes) dây bao quanh vũ đài,"xâu, chuỗi"
menu,'menju:,thực đơn,,
pour,pɔ:,"rót, đổ, giội, trút","(nghĩa bóng) thổ lộ, bộc lộ, trút ra","đổ, chảy tràn"
mad,mæd,"điên, cuồng, mất trí","(thông tục) bực dọc, bực bội","(+ about,  after,  for,  on) say mê, ham mê"
organize,'ɔ:gənaiz,"tổ chức, cấu tạo, thiết lập","(từ Mỹ,nghĩa Mỹ) lập thành nghiệp đoàn, đưa vào nghiệp đoàn",thành tổ chức
trap,træp,"đồ đạc quần áo, đồ dùng riêng; hành lý",(khoáng chất) đá trap ((cũng) traprock),"bẫy, cạm bẫy ((nghĩa đen) & (nghĩa bóng))"
addressing,,"(Tech) định địa chỉ, định vị trí (d)",,
landed,'lændid,(thuộc) đất đai; có đất,,
expressly,iks'presli,"riêng để, chỉ để; cốt để","chính xác rõ ràng, tuyệt đối",
unpublished,'ʌn'pʌbliʃt,chưa in; không xuất bản,không công bố,
worried,,thời quá khứ & động tính từ quá khứ của worry,"(+about somebody/something; that ) bồn chồn, lo nghĩ, cảm thấy lo lắng, tỏ ra lo lắng",
planet,'plænit,(thiên văn học) hành tinh,(tôn giáo) áo lễ,
shade,ʃeid,"bóng, bóng tối ((nghĩa đen) & (nghĩa bóng))",((thường) số nhiều) chỗ có bóng râm; chỗ bóng mát; (số nhiều) bóng đêm,bóng (chỗ đậm màu trong bức tranh)
postage,'poustidʤ,bưu phí,,
junior,'dʤu:njə,"trẻ tuổi hơn; em, con (ghi sau tên họ người)",ít tuổi hơn; ít thâm niên hơn; ở cấp dưới,người ít tuổi hơn
confident,'kɔnfidənt,"tin chắc, chắc chắn",tự tin,"tin tưởng, tin cậy"
maker,'meikə,"người làm, người sáng tạo, người tạo ra","(Maker) ông tạo, con tạo",
fence,fens,hàng rào,thuật đánh kiếm; (nghĩa bóng) tài tranh luận,lá chắn
clearance,'kliərəns,sự dọn quang,"(hàng hải) sự rời bến, sự thanh toán các khoản thuế để rời bến","khoảng hở, khoảng trống; độ hở, độ trống"
consistency,kən'sistənsi,(như) consistence,"tính kiên định, tính trước sau như một",
